n_flow_variables,n_auxiliary_variables_eliminated,n_aux_components,exact_global_reduced_energy,exact_global_flow_bits,gurobi_best_objective,quadratic_fit_rmse,quadratic_fit_max_abs_error,quadratic_fit_r2,surrogate_global_energy,surrogate_global_flow_bits,surrogate_global_exact_repaired_energy,p,optimizer_reads,final_reads,maximum_iterations,solve_time_sec,unique_states,total_reads,global_reads,pool_reads,best_sample_exact_repaired_qubo_energy,best_sample_match,best_sample_flow_bits,best_sample_surrogate_qubo_energy,initial_parameters,distribution_csv
19,17,13,11.70949999999975,1001110100111100011,11.7095,14.387915045252994,45.42006875001073,0.9990818774614971,-14.838956249999,1001110110011100011,14.550499999999772,2,128,512,25,193.470337219,511,512,0,0,102.73849999999999,not_in_gurobi_pool,1100110101011000011,105.41026875000307,0.555;0.293;-0.488;-0.898,ds_mfg_reduced_flow_objective/qaoa_reduced_surrogate_p2_optimizer_reads128_final_reads512_iter25_distribution.csv
