algorithm,p,optimizer_reads,final_reads,maximum_iterations,initial_parameters,qiskit_parameter_names,result,reads,probability,surrogate_qubo_energy,exact_repaired_qubo_energy,match,matched_ip_obj,flow_bits,repaired_aux_bits,repaired_full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
QAOA_reduced_surrogate,2,128,512,25,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],80,1,0.001953125,485.0528937500062,493.0681999999998,not_in_gurobi_pool,,1010101000111000110,00000100000000111,101010100011100011000000100000000111,true,single,36,1.0e-10,64
QAOA_reduced_surrogate,2,128,512,25,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],84,1,0.001953125,497.31146874999627,494.63969999999983,not_in_gurobi_pool,,1011100111010010011,00100100010000101,101110011101001001100100100010000101,true,single,36,1.0e-10,64
QAOA_reduced_surrogate,2,128,512,25,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],86,1,0.001953125,498.41696875000525,495.74519999999984,not_in_gurobi_pool,,1010100101010001110,00100100011000110,101010010101000111000100100011000110,true,single,36,1.0e-10,64
QAOA_reduced_surrogate,2,128,512,25,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],87,1,0.001953125,499.28746874998933,496.6156999999997,not_in_gurobi_pool,,1011110001110000101,00000000000101000,101111000111000010100000000000101000,true,single,36,1.0e-10,64
QAOA_reduced_surrogate,2,128,512,25,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],88,1,0.001953125,501.47906875002195,498.80729999999994,not_in_gurobi_pool,,0000001010010001100,01000111110000000,000000101001000110001000111110000000,true,single,36,1.0e-10,64
QAOA_reduced_surrogate,2,128,512,25,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],81,1,0.001953125,491.5004937500005,499.5157999999999,not_in_gurobi_pool,,1001101101011000110,00000111100000111,100110110101100011000000111100000111,true,single,36,1.0e-10,64
QAOA_reduced_surrogate,2,128,512,25,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],82,1,0.001953125,492.8928937499752,500.9082000000001,not_in_gurobi_pool,,0100101110011101111,00000101110000010,010010111001110111100000101110000010,true,single,36,1.0e-10,64
QAOA_reduced_surrogate,2,128,512,25,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],90,1,0.001953125,504.2985687499952,501.6267999999998,not_in_gurobi_pool,,1001101101011011111,00000111100000100,100110110101101111100000111100000100,true,single,36,1.0e-10,64
QAOA_reduced_surrogate,2,128,512,25,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],83,1,0.001953125,496.3969937500158,504.41229999999985,not_in_gurobi_pool,,0000101001110000100,01000101000000000,000010100111000010001000101000000000,true,single,36,1.0e-10,64
QAOA_reduced_surrogate,2,128,512,25,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],99,1,0.001953125,519.6427687500016,516.9709999999999,not_in_gurobi_pool,,0101100000000010000,10110001010000000,010110000000001000010110001010000000,true,single,36,1.0e-10,64
