algorithm,mode,backend,angle_target,p,final_reads,repeats,transpile_seeds,submitted_jobs,elapsed_sec,unique_flows,total_reads,top50_hits,top10_hits,global_hits,gurobi_pool_feasible_hits,top50_hit_rate,top50_hit_rate_wilson95_low,top50_hit_rate_wilson95_high,top50_tts99_sec,top10_hit_rate,top10_hit_rate_wilson95_low,top10_hit_rate_wilson95_high,top10_tts99_sec,global_hit_rate,global_hit_rate_wilson95_low,global_hit_rate_wilson95_high,global_tts99_sec,gurobi_pool_feasible_hit_rate,gurobi_pool_feasible_hit_rate_wilson95_low,gurobi_pool_feasible_hit_rate_wilson95_high,gurobi_pool_feasible_tts99_sec,best_top50_rank,best_top50_exact_repaired_qubo_energy,best_top50_match,best_top50_flow_bits,manifest_path,backend_metadata_path,raw_counts_path,scored_counts_path
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,top10,5,4096,3,92001;92002;92003,9,73.488455,34573,36864,6,1,0,4,0.000162760416667,7.45966258791e-05,0.000355085671588,56.4001563512,2.71267361111e-05,4.78855106823e-06,0.000153654650094,338.422866628,0,0,0.000104195381902,Inf,0.000108506944444,4.21970151315e-05,0.000278989643814,84.6022280288,2,11.810499999999749,gurobi_pool,1001110100111010011,job_manifest.json,backend_metadata.json,raw_counts.csv,scored_counts.csv
