algorithm,parameter_source,parameter_artifact,optimized_parameter_artifact,p,seed,optimizer_reads,final_reads,maximum_iterations,solve_time_sec,unique_states,total_reads,top50_hits,top10_hits,global_hits,gurobi_pool_feasible_hits,top50_hit_rate,top50_hit_rate_wilson95_low,top50_hit_rate_wilson95_high,top50_tts99_sec,top10_hit_rate,top10_hit_rate_wilson95_low,top10_hit_rate_wilson95_high,top10_tts99_sec,global_hit_rate,global_hit_rate_wilson95_low,global_hit_rate_wilson95_high,global_tts99_sec,gurobi_pool_feasible_hit_rate,gurobi_pool_feasible_hit_rate_wilson95_low,gurobi_pool_feasible_hit_rate_wilson95_high,gurobi_pool_feasible_tts99_sec,best_top50_rank,best_top50_exact_repaired_qubo_energy,best_top50_match,best_top50_flow_bits,best_repaired_qubo_energy,best_repaired_match,best_repaired_flow_bits,distribution_csv,parameter_order,optimized_qiskit_angles_beta_then_gamma
QAOA_direct_full_qubo_fixed_parameter_highread,direct_p2,ds_mfg_direct_full_qubo_audit/direct_full_qubo_qaoa_hardware_parameters.json,ds_mfg_direct_full_qubo_qaoa_highread/qaoa_direct_p2_seed96001_reads32768_optimized_parameters.json,2,96001,32,32768,25,271.644372,32696,32768,136,27,4,99,0.004150390625,0.00351004299742,0.00490698352723,9.18524060596,0.000823974609375,0.000566371646173,0.00119860268075,46.315829662,0.0001220703125,4.74717522044e-05,0.000313858532991,312.729256876,0.00302124023438,0.00248244559428,0.00367654486325,12.6172709407,1,11.70949999999975,global_optimum,1001110100111100011,11.70949999999975,global_optimum,1001110100111100011,ds_mfg_direct_full_qubo_qaoa_highread/qaoa_direct_p2_seed96001_reads32768_distribution.csv,beta_then_gamma,0.39325958665050614;0.271838624642501;-0.008647503446280295;0.12401283690343518
