source_summary,algorithm,run_label,time_basis_column,time_basis_sec,event,hits,total_reads,hit_rate,hit_rate_wilson95_low,hit_rate_wilson95_high,tts95_sec
ds_mfg_vqe_reduced_flow_objective_final/vqe_reduced_top50_sampling_summary.csv,VQE_reduced_surrogate_top50_revisit,seed=74018;optimizer_reads=128;final_reads=524288;maximum_iterations=25,solve_time_sec,30.078369633,top10,152,524288,0.000289916992188,0.000247350685191,0.000339805998316,0.592746191117
ds_mfg_vqe_reduced_flow_objective_final/vqe_reduced_top50_sampling_summary.csv,VQE_reduced_surrogate_top50_revisit,seed=74018;optimizer_reads=128;final_reads=524288;maximum_iterations=25,solve_time_sec,30.078369633,global,20,524288,3.81469726562e-05,2.46955767249e-05,5.89247571309e-05,4.50526116806
ds_mfg_vqe_reduced_flow_objective_final/vqe_reduced_top50_sampling_summary.csv,VQE_reduced_surrogate_top50_revisit,seed=74007;optimizer_reads=128;final_reads=524288;maximum_iterations=25,solve_time_sec,25.28987146,top50,168,524288,0.000320434570312,0.000275511143043,0.000372680249513,0.450915753189
ds_mfg_vqe_reduced_flow_objective_final/vqe_reduced_top50_sampling_summary.csv,VQE_reduced_surrogate_top50_revisit,seed=74007;optimizer_reads=128;final_reads=524288;maximum_iterations=25,solve_time_sec,25.28987146,top10,35,524288,6.67572021484e-05,4.80034224829e-05,9.2836951106e-05,2.16456926707
ds_mfg_vqe_reduced_flow_objective_final/vqe_reduced_top50_sampling_summary.csv,VQE_reduced_surrogate_top50_revisit,seed=74007;optimizer_reads=128;final_reads=524288;maximum_iterations=25,solve_time_sec,25.28987146,global,3,524288,5.72204589844e-06,1.94601384369e-06,1.6824941648e-05,25.2538387185
ds_mfg_vqe_reduced_flow_objective_final/vqe_reduced_top50_sampling_summary.csv,VQE_reduced_surrogate_top50_revisit,seed=74001;optimizer_reads=128;final_reads=524288;maximum_iterations=25,solve_time_sec,25.613298383,top50,115,524288,0.000219345092773,0.000182755416088,0.000263258502744,0.667192108186
ds_mfg_vqe_reduced_flow_objective_final/vqe_reduced_top50_sampling_summary.csv,VQE_reduced_surrogate_top50_revisit,seed=74001;optimizer_reads=128;final_reads=524288;maximum_iterations=25,solve_time_sec,25.613298383,top10,36,524288,6.86645507812e-05,4.96012289549e-05,9.50538139496e-05,2.13138004657
ds_mfg_vqe_reduced_flow_objective_final/vqe_reduced_top50_sampling_summary.csv,VQE_reduced_surrogate_top50_revisit,seed=74001;optimizer_reads=128;final_reads=524288;maximum_iterations=25,solve_time_sec,25.613298383,global,5,524288,9.53674316406e-06,4.07353330562e-06,2.23267608172e-05,15.3460535836
ds_mfg_classical_baselines/classical_baseline_summary.csv,uniform_random_repaired_flow,seed=81001;sample_budget=262144,wall_time_sec,2.077276,top50,24,262144,9.1552734375e-05,6.15267776451e-05,0.000136229795639,0.259279139404
ds_mfg_classical_baselines/classical_baseline_summary.csv,uniform_random_repaired_flow,seed=81001;sample_budget=262144,wall_time_sec,2.077276,top10,5,262144,1.90734863281e-05,8.14707993287e-06,4.46531214484e-05,1.24458741422
ds_mfg_classical_baselines/classical_baseline_summary.csv,uniform_random_repaired_flow,seed=81001;sample_budget=262144,wall_time_sec,2.077276,global,0,262144,0,0,1.46537877227e-05,Inf
ds_mfg_classical_baselines/classical_baseline_summary.csv,uniform_random_repaired_flow,seed=81002;sample_budget=524288,wall_time_sec,3.497137,top50,49,524288,9.34600830078e-05,7.07007382957e-05,0.000123545005711,0.213801826975
ds_mfg_classical_baselines/classical_baseline_summary.csv,uniform_random_repaired_flow,seed=81002;sample_budget=524288,wall_time_sec,3.497137,top10,11,524288,2.09808349609e-05,1.17158076392e-05,3.75725023769e-05,0.95239965872
ds_mfg_classical_baselines/classical_baseline_summary.csv,uniform_random_repaired_flow,seed=81002;sample_budget=524288,wall_time_sec,3.497137,global,0,524288,0,0,7.3269475451e-06,Inf
ds_mfg_classical_baselines/classical_baseline_summary.csv,hill_climb_restarts_repaired_flow,seed=82001;sample_budget=262144,wall_time_sec,0.934386,top50,883,262144,0.00336837768555,0.0031537403879,0.00359757005194,0.00316518695068
ds_mfg_classical_baselines/classical_baseline_summary.csv,hill_climb_restarts_repaired_flow,seed=82001;sample_budget=262144,wall_time_sec,0.934386,top10,177,262144,0.000675201416016,0.000582813269882,0.000782223561355,0.0158116771545
ds_mfg_classical_baselines/classical_baseline_summary.csv,hill_climb_restarts_repaired_flow,seed=82001;sample_budget=262144,wall_time_sec,0.934386,global,19,262144,7.24792480469e-05,4.64031884538e-05,0.000113206971172,0.147320204796
