algorithm,seed,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,number_of_reads,maximum_iterations,number_of_layers,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
QAOA,20260612,90,1,0.0078125,1572.0451999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111000000001,001100101101011001100000111000000001,1101.8138999999996,470.2312999999999,7,,0011001011010110011,001100101101011001101010101101000111,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,91,1,0.0078125,1603.3364999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101100100000,110101111001111101100000101100100000,1047.6085999999996,555.7278999999999,7,,1101011110011111011,110101111001111101101011111100001100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,92,1,0.0078125,1620.4229999999993,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000101111,110011101111000011000000001000101111,1321.1848999999995,299.23810000000003,7,,1100111011110000110,110011101111000011000101010000011101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,93,1,0.0078125,1648.0996999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000100110,111110101100100101000000101000100110,1135.1200999999994,512.9795999999999,10,,1111101011001001010,111110101100100101000111010011100101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,94,1,0.0078125,1660.5683999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000111110000000,100011111101101110101000111110000000,891.0989999999997,769.4694,8,,1000111111011011101,100011111101101110110101110010000110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,95,1,0.0078125,1688.9840999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000101000,101111010110111010000000000000101000,1176.0044999999996,512.9795999999997,6,,1011110101101110100,101111010110111010000110010100111100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,96,1,0.0078125,1691.6201999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000001000,100101110011111110000000101000001000,1563.3752999999997,128.2448999999997,5,,1001011100111111100,100101110011111110010010011100001000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,97,1,0.0078125,1695.1960999999997,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000000000,001110111011011101000000100000000000,1310.4613999999997,384.7346999999995,7,,0011101110110111010,001110111011011101000100101010011011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,98,1,0.0078125,1745.2878999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000001,110000011111111011100100000010000001,1061.3150999999996,683.9727999999998,10,,1100000111111110111,110000011111111011110000101100011100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,99,1,0.0078125,1772.7226999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000000000000,110100001011111101100100000000000000,1088.7498999999996,683.9727999999998,8,,1101000010111111011,110100001011111101111101101000100101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,100,1,0.0078125,1774.8831999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000001,110000011110011001000100000010000001,1219.1552999999994,555.7278999999999,7,,1100000111100110010,110000011110011001001010001110010101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,101,1,0.0078125,1776.1136999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000101110,101101111011000101000000100000101110,878.3993999999997,897.7142999999998,9,,1011011110110001010,101101111011000101001110100111111000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,102,1,0.0078125,1788.4326999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101100000000,110110111101011010000000101100000000,1018.9632999999997,769.4693999999997,10,,1101101111010110100,110110111101011010010110000111100110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,103,1,0.0078125,1815.1869999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001000000000,110100110110011000010000001000000000,1131.2141999999994,683.9728,10,,1101001101100110000,110100110110011000011100000101101111,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,104,1,0.0078125,1872.8663999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000000000,100100111111111101100000101000000000,1231.6418999999996,641.2244999999998,7,,1001001111111111011,100100111111111101101101101101100001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,105,1,0.0078125,1896.8730999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100000010000000,110000010110111100010100000010000000,1341.1451999999995,555.7278999999999,7,,1100000101101111000,110000010110111100001100101010001011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,106,1,0.0078125,1907.945099999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000010101000,110001011110010010000000000010101000,1181.2239999999997,726.7210999999993,7,,1100010111100100100,110001011110010010011001111110101000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,107,1,0.0078125,1919.6610999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000101111,110011101111100011000000001000101111,1406.6814999999995,512.9795999999999,8,,1100111011111000110,110011101111100011010010000110111010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,108,1,0.0078125,1941.1608999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010001010100000,110101000001111111000010001010100000,1428.1812999999995,512.9795999999999,10,,1101010000011111110,110101000001111111011100000100110110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,109,1,0.0078125,1946.6138999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100000000000,101100111011001100110000100000000000,1048.8995999999997,897.7142999999996,9,,1011001110110011001,101100111011001100100001110111110001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,110,1,0.0078125,1950.8369999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101000001000,100101110111111100010000101000001000,1395.1090999999997,555.7278999999999,7,,1001011101111111000,100101110111111100011100100000010110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,111,1,0.0078125,1988.3580999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000111100,011111110010001111000000000000111100,1646.3716999999992,341.98640000000023,6,,0111111100100011110,011111110010001111000000110000100001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,112,1,0.0078125,1990.7357999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101000001000,100011110011111110001000101000001000,1435.0078999999996,555.7278999999999,7,,1000111100111111100,100011110011111110001100111001010110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,113,1,0.0078125,1995.6926999999991,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100000000000,001000101110010100110000100000000000,1653.7062999999994,341.9863999999998,6,,0010001011100101001,001000101110010100100100101001010001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,114,1,0.0078125,1996.1412999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000000000,000110100110011010100000101000000000,1226.6718999999996,769.4693999999997,8,,0001101001100110101,000110100110011010100011011000011110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,115,1,0.0078125,2044.9889999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000000,010000111110111010100000001000000000,1532.0093999999995,512.9796000000001,8,,0100001111101110101,010000111110111010111000011011101010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,116,1,0.0078125,2068.3426999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10010101000110000,011111110001001100010010101000110000,1512.6147999999994,555.7279000000003,7,,0111111100010011000,011111110001001100001000110001110001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,117,1,0.0078125,2074.3758,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010111000000000,101110110001011111000010111000000000,1475.8995999999997,598.4761999999996,8,,1011101100010111110,101110110001011111011100001010010000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,118,1,0.0078125,2086.2037999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100000000000,001100101111110000110000100000000000,1402.2309999999993,683.9728,10,,0011001011111100001,001100101111110000111001010010111101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,119,1,0.0078125,2125.354999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000000100011,011110011111010001100100000000100011,1526.8787999999993,598.4761999999998,6,,0111100111110100011,011110011111010001111111000001101011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,120,1,0.0078125,2129.546599999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000000000,001000101011111111100000100000000000,1317.3288999999995,812.2176999999997,9,,0010001010111111111,001000101011111111101101100111110010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,121,1,0.0078125,2161.8277999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000100000,111010111010011110100000000000100000,1734.3447999999994,427.4830000000002,8,,1110101110100111101,111010111010011110110100110001010100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,122,1,0.0078125,2257.196999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100000101000,001101111111010000010000100000101000,1444.9792999999995,812.2176999999997,9,,0011011111110100000,001101111111010000000110001100110100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,123,1,0.0078125,2287.7817999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000000010101000,101001000111111100110000000010101000,1347.3191999999995,940.4625999999998,10,,1010010001111111001,101001000111111100100111011000100101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,124,1,0.0078125,2298.9227999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001000101000,110011111111011100010000001000101000,1828.6914999999995,470.2312999999999,7,,1100111111110111000,110011111111011100000101100110101000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,125,1,0.0078125,2391.3804999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101000001000,100001111111111110001000101000001000,2049.3940999999995,341.9863999999998,6,,1000011111111111100,100001111111111110000010011101001000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,126,1,0.0078125,2424.775699999999,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000000,001000001110011010000100000010000000,1826.2994999999992,598.4762000000001,10,,0010000011100110100,001000001110011010010000101001100111,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,127,1,0.0078125,2519.3132999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111010000000,001000111101111110000000111010000000,1536.1023999999998,983.2108999999996,11,,0010001111011111100,001000111101111110000111000111100011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,128,1,0.0078125,2552.6965999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000101000,101011101011111110100000100000101000,1654.9822999999992,897.7143000000001,9,,1010111010111111101,101011101011111110110111000101111100,128,10,1,true,single,8,1.0e-10,64
