algorithm,seed,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,number_of_reads,maximum_iterations,number_of_layers,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
QAOA,20260612,18,1,0.0078125,870.2738999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100011100001,101011001001011001100000100011100001,400.0425999999996,470.2313000000001,9,,1010110010010110011,101011001001011001111001101001110110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,19,1,0.0078125,872.3098999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001101110100000,110011101001100000010001101110100000,402.07859999999994,470.2312999999998,9,,1100111010011000000,110011101001100000001110000111100001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,20,1,0.0078125,876.0499999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000000010001000,000011010011111010101000000010001000,576.8118999999998,299.2380999999998,7,,0000110100111110101,000011010011111010101100100001101011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,21,1,0.0078125,878.1929999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000111110000001,000001111001111001001000111110000001,493.4582999999997,384.73470000000015,9,,0000011110011110010,000001111001111001001011100101011000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,22,1,0.0078125,880.0128999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000000,110000110110100010100000001000000000,580.7747999999998,299.2380999999999,5,,1100001101101000101,110000110110100010111010011010000000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,23,1,0.0078125,882.2794999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001101000000000,000110110111100000110001101000000000,369.2998999999998,512.9795999999999,8,,0001101101111000001,000110110111100000101100001010100010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,24,1,0.0078125,906.0651999999998,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001100000000000,101000100010100000110001100000000000,350.3372999999998,555.7278999999997,9,,1010001000101000001,101000100010100000110100111111011000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,25,1,0.0078125,911.8371999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100000010000000,010000010011111000110100000010000000,569.8507999999997,341.9863999999999,6,,0100000100111110001,010000010011111000100110000010011011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,26,1,0.0078125,921.7057999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001111100000000,000101111100000000110001111100000000,665.2159999999996,256.4898000000002,4,,0001011111000000001,000101111100000000110010111101010000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,27,1,0.0078125,924.3107999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000000000,000110100011110110100000101000000000,753.3175999999999,170.9931999999999,6,,0001101000111101101,000110100011110110111100100100000010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,28,1,0.0078125,926.2382999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01001101000000111,000000110111100001101001101000000111,327.7620999999998,598.4762,12,,0000001101111000011,000000110111100001111100010110111011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,29,1,0.0078125,959.2449999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000101001,101111001011011001000000000000101001,873.7483999999997,85.49659999999983,2,,1011110010110110010,101111001011011001000100000000101101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,30,1,0.0078125,963.6239999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111000000111,101110110100000011100000111000000111,407.8960999999998,555.7279,9,,1011101101000000111,101110110100000011110111111101011101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,31,1,0.0078125,973.8779999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000000011,101110100111010011100000100000000011,674.6398999999997,299.23810000000003,5,,1011101001110100111,101110100111010011100010001000100111,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,32,1,0.0078125,992.4372999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00110001010000001,110100000001011001100110001010000001,650.4508999999997,341.9863999999999,6,,1101000000010110011,110100000001011001110011011010100101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,33,1,0.0078125,1001.4926999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000000000100000,011010110011010000110000000000100000,488.5130999999996,512.9795999999999,10,,0110101100110100001,011010110011010000100011101011000011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,34,1,0.0078125,1010.2497999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000010,010000111011010101100000001000000010,582.7667999999996,427.48299999999995,8,,0100001110110101011,010000111011010101110000011110111110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,35,1,0.0078125,1010.4652999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000101001,110111110111111001000000001000101001,668.4788999999995,341.9864000000001,4,,1101111101111110010,110111110111111001001000011010001001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,36,1,0.0078125,1049.1446999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101010000000,000101000101111101000000101010000000,835.4031999999997,213.74149999999986,7,,0001010001011111010,000101000101111101001000000100010001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,37,1,0.0078125,1050.0066999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101010000000,000111001001111010000000101010000000,750.7685999999998,299.2380999999999,9,,0001110010011110100,000111001001111010001010010011011001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,38,1,0.0078125,1050.4876999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101000001000,000101111011110000110000101000001000,665.7529999999996,384.73469999999986,7,,0001011110111100001,000101111011110000111000011001011101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,39,1,0.0078125,1051.9615999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000000101,001100101011001001100000100000000101,880.9683999999997,170.9931999999999,4,,0011001010110010011,001100101011001001100100110000000011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,40,1,0.0078125,1057.2230999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100000000000,101010111111101000110000100000000000,672.4883999999997,384.7347000000002,7,,1010101111111010001,101010111111101000111011010100010000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,41,1,0.0078125,1061.9870999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000000110,001000111111100101100000100000000110,677.2523999999997,384.7347000000001,9,,0010001111111001011,001000111111100101111001110001011011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,42,1,0.0078125,1097.5999999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101000000000,000110100111011000010000101000000000,1012.1033999999996,85.49659999999983,2,,0001101001110110000,000110100111011000010100100000000000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,43,1,0.0078125,1121.1620999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10101000000100000,111110010011000000110101000000100000,779.1756999999996,341.9864,6,,1111100100110000001,111110010011000000100100010001100101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,44,1,0.0078125,1122.0196999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000000,010000010010111101000100000010000000,865.5298999999997,256.4897999999997,6,,0100000100101111010,010000010010111101000000100001001001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,45,1,0.0078125,1124.3426999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000010,110000000011110101100100000010000010,269.3766999999998,854.9659999999999,10,,1100000000111101011,110000000011110101110001111110001001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,46,1,0.0078125,1124.3457999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11000101000000000,000010100010111000011000101000000000,654.1144999999997,470.2312999999999,7,,0000101000101110000,000010100010111000011110111101100100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,47,1,0.0078125,1129.6911999999993,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000101000,110101010011111010000000000000101000,958.6979999999996,170.9931999999999,4,,1101010100111110100,110101010011111010000100000000011010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,48,1,0.0078125,1134.5591999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111000000011,101100101100110001100000111000000011,835.3210999999997,299.23810000000003,5,,1011001011001100011,101100101100110001100000011011010010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,49,1,0.0078125,1135.1366999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001011100000,110011001101111000010000001011100000,707.6536999999996,427.48299999999995,10,,1100110011011110000,110011001101111000000100110010011001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,50,1,0.0078125,1140.2546999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001000000000,010010110111011000010000001000000000,755.5199999999996,384.73469999999986,5,,0100101101110110000,010010110111011000010010100011000000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,51,1,0.0078125,1140.3646999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000010101100,101001011111101101000000000010101100,883.8748999999996,256.48980000000006,6,,1010010111111011010,101001011111101101000000010011110001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,52,1,0.0078125,1141.0151999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101100000000,110110110101111010100000101100000000,713.5321999999999,427.48299999999995,4,,1101101101011110101,110110110101111010100001111000000010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,53,1,0.0078125,1142.8916999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000000000,001000111011110010100000100000000000,458.9188999999998,683.9727999999999,10,,0010001110111100101,001000111011110010110100111111001101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,54,1,0.0078125,1168.7479999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001100000101000,101011101010000000010001100000101000,698.5166999999997,470.2312999999999,9,,1010111010100000000,101011101010000000000010001001000100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,55,1,0.0078125,1171.6704999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001101100100000,110101111001100000010001101100100000,615.9425999999996,555.7279000000001,11,,1101011110011000000,110101111001100000000000100011011011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,56,1,0.0078125,1183.0965999999999,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101000000000,000110110111111000110000101000000000,670.1169999999998,512.9795999999998,6,,0001101101111110001,000110110111111000100010101100001110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,57,1,0.0078125,1216.5888999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101000000000,000100111010110100010000101000000000,917.3507999999997,299.23810000000003,7,,0001001110101101000,000100111010110100000100100100001110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,58,1,0.0078125,1218.1687999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111000000001,101110111000011011000000111000000001,918.9306999999998,299.2380999999999,5,,1011101110000110110,101110111000011011000000001101000101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,59,1,0.0078125,1218.9408999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000001110,100111011110000101100000000000001110,791.4578999999997,427.48299999999995,6,,1001110111100001011,100111011110000101100001000011111111,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,60,1,0.0078125,1227.4588999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001101000001000,100111111111100000110001101000001000,799.9758999999997,427.48299999999995,8,,1001111111111000001,100111111111100000111010110100000010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,61,1,0.0078125,1228.9423999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101000000111,000000101011100011101000101000000111,630.4661999999996,598.4761999999998,10,,0000001010111000111,000000101011100011110011011100101110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,62,1,0.0078125,1246.6590999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000101100,101101010010001101100000000000101100,648.1828999999997,598.4761999999997,8,,1011010100100011011,101101010010001101101010000111001010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,63,1,0.0078125,1256.2685999999994,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010111010100000,001001110000111010000010111010100000,1128.0236999999997,128.24490000000014,7,,0010011100001110100,001001110000111010011010111001011000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,64,1,0.0078125,1260.7575999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001001000101000,010001100110000000010001001000101000,918.7711999999997,341.9863999999998,8,,0100011001100000000,010001100110000000011101001110011011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,65,1,0.0078125,1267.3275999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000101,110000001111001001100100000010000101,925.3411999999996,341.9864,8,,1100000011110010011,110000001111001001111001000010011110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,66,1,0.0078125,1269.0946999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101000000101,000000101110101001101000101000000101,1140.8497999999995,128.24490000000014,5,,0000001011101010011,000000101110101001101100110100000001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,67,1,0.0078125,1296.5817999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101010100001,111000101000011001100000101010100001,740.8538999999996,555.7278999999999,13,,1110001010000110011,111000101000011001101111010100011000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,68,1,0.0078125,1304.7553999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000000000001,101110010111111001100100000000000001,535.2859999999996,769.4694,10,,1011100101111110011,101110010111111001111110111001011011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,69,1,0.0078125,1306.8549999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11000101000001000,000001101011110000011000101000001000,793.8753999999996,512.9796,10,,0000011010111100000,000001101011110000010010110101100110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,70,1,0.0078125,1307.6333999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111000000000,101110110101011101000000111000000000,1051.1435999999999,256.4897999999996,4,,1011101101010111010,101110110101011101000000011001001010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,71,1,0.0078125,1310.0903999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100010100000,001111011100111010100000100010100000,1181.8454999999994,128.24490000000014,5,,0011110111001110101,001111011100111010100000100101001000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,72,1,0.0078125,1316.7923999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000000000,001100110111100010000000100000000000,803.8127999999997,512.9795999999997,8,,0011001101111000100,001100110111100010001110010010100001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,73,1,0.0078125,1317.4088999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000101000,001011100111010010000000100000101000,847.1775999999996,470.2312999999998,9,,0010111001110100100,001011100111010010001010111101011001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,74,1,0.0078125,1352.6021999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000001,010010110011011011000000001000000001,711.3776999999998,641.2245,11,,0100101100110110110,010010110011011011001111010100110010,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,75,1,0.0078125,1353.1960999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000111001,111011110110111011000000000000111001,1224.9511999999995,128.24490000000014,3,,1110111101101110110,111011110110111011000000010000100001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,76,1,0.0078125,1386.6130999999993,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000001000,100111011010110110100000000000001000,916.3817999999997,470.2312999999999,7,,1001110110101101101,100111011010110110110010101010101100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,77,1,0.0078125,1386.8684999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101110000000,110010101001011000010000101110000000,702.8956999999998,683.9727999999998,12,,1100101010010110000,110010101001011000001010010000011101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,78,1,0.0078125,1393.8983999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101010100000,111010101001111010100000101010100000,795.4221999999997,598.4761999999998,8,,1110101010011110101,111010101001111010111001001000010100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,79,1,0.0078125,1394.9784999999993,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000000010101000,110011011111111000110000000010101000,967.4954999999997,427.48300000000006,6,,1100110111111110001,110011011111111000101001001000101100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,80,1,0.0078125,1426.1813999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100000000000000,000110000011111100110100000000000000,1084.1949999999997,341.9863999999998,6,,0001100000111111001,000110000011111100110010010101000100,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,81,1,0.0078125,1431.0178999999994,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11000101000001000,000011110011111100011000101000001000,1089.0314999999996,341.98640000000023,6,,0000111100111111000,000011110011111100000100101110011000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,82,1,0.0078125,1436.5117999999993,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100000000000,001010101011001100010000100000000000,923.5321999999996,512.9795999999999,6,,0010101010110011000,001010101011001100010001100000111110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,83,1,0.0078125,1476.5455999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111000000011,101100101100110001100000111000000011,835.3210999999997,641.2244999999998,11,,1011001011001100011,101100101100110001110111100001011101,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,84,1,0.0078125,1479.3290999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000101000,110011110110101010100000001000101000,709.8596999999996,769.4693999999998,12,,1100111101101010101,110011110110101010111011111101011011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,85,1,0.0078125,1481.4946999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000000001,100100110110011011100000101000000001,968.5150999999996,512.9796000000001,4,,1001001101100110111,100100110110011011100000101001111001,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,86,1,0.0078125,1485.5565999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001000000000,110100111111111000110000001000000000,1271.8150999999996,213.74149999999986,5,,1101001111111110001,110100111111111000101000000100100000,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,87,1,0.0078125,1513.6752999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000100001,111010101010011001000000000000100001,915.1990999999995,598.4762,10,,1110101010100110010,111010101010011001000110101011101110,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,88,1,0.0078125,1521.1903999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100000000000,101000111110110000110000100000000000,1008.2107999999997,512.9796,10,,1010001111101100001,101000111110110000111110011010100011,128,10,1,true,single,8,1.0e-10,64
QAOA,20260612,89,1,0.0078125,1527.5673999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000010101001,001001011111011001100000000010101001,1014.5877999999994,512.9796,8,,0010010111110110011,001001011111011001110100110100101111,128,10,1,true,single,8,1.0e-10,64
