algorithm,seed,optimizer_reads,final_reads,maximum_iterations,solve_time_sec,unique_states,total_reads,top50_hits,top10_hits,global_hits,gurobi_pool_feasible_hits,top50_hit_rate,top50_hit_rate_wilson95_low,top50_hit_rate_wilson95_high,top50_tts99_sec,top10_hit_rate,top10_hit_rate_wilson95_low,top10_hit_rate_wilson95_high,top10_tts99_sec,global_hit_rate,global_hit_rate_wilson95_low,global_hit_rate_wilson95_high,global_tts99_sec,gurobi_pool_feasible_hit_rate,gurobi_pool_feasible_hit_rate_wilson95_low,gurobi_pool_feasible_hit_rate_wilson95_high,gurobi_pool_feasible_tts99_sec,best_top50_rank,best_top50_exact_repaired_qubo_energy,best_top50_match,best_top50_flow_bits
VQE_reduced_surrogate_top50_revisit,74018,128,32768,25,5.771929925,22848,32768,5,0,0,5,0.000152587890625,6.51781315674e-05,0.000357180155442,5.31588968526,0,0,0.000117218277939,Inf,0,0,0.000117218277939,Inf,0.000152587890625,6.51781315674e-05,0.000357180155442,5.31588968526,12,15.082499999999925,gurobi_pool,1001110110011001011
