algorithm,seed,optimizer_reads,final_reads,maximum_iterations,solve_time_sec,unique_states,total_reads,top50_hits,top10_hits,global_hits,gurobi_pool_feasible_hits,top50_hit_rate,top50_hit_rate_wilson95_low,top50_hit_rate_wilson95_high,top50_tts99_sec,top10_hit_rate,top10_hit_rate_wilson95_low,top10_hit_rate_wilson95_high,top10_tts99_sec,global_hit_rate,global_hit_rate_wilson95_low,global_hit_rate_wilson95_high,global_tts99_sec,gurobi_pool_feasible_hit_rate,gurobi_pool_feasible_hit_rate_wilson95_low,gurobi_pool_feasible_hit_rate_wilson95_high,gurobi_pool_feasible_tts99_sec,best_top50_rank,best_top50_exact_repaired_qubo_energy,best_top50_match,best_top50_flow_bits
VQE_reduced_surrogate_top50_revisit,74018,128,524288,25,29.073913191,132770,524288,175,47,0,169,0.000333786010742,0.00028786660523,0.000387027472534,0.764989151897,8.96453857422e-05,6.74202830058e-05,0.00011919612237,2.84862107603,0,0,7.3269475451e-06,Inf,0.000322341918945,0.000277274961291,0.00037473110058,0.792161655299,3,12.241499999999789,gurobi_pool,1001110100111001011
VQE_reduced_surrogate_top50_revisit,74007,128,524288,25,25.569986388,166696,524288,74,25,1,63,0.000141143798828,0.000112442358736,0.000177170118159,1.59119868449,4.76837158203e-05,3.23001106979e-05,7.03935697357e-05,4.71009636957,1.90734863281e-06,3.36693947859e-07,1.08049229128e-05,117.754067449,0.000120162963867,9.39301306668e-05,0.000153720983757,1.86904637975,1,11.70949999999975,global_optimum,1001110100111100011
VQE_reduced_surrogate_top50_revisit,74001,128,524288,25,25.205767565,178628,524288,47,18,3,34,8.96453857422e-05,6.74202830058e-05,0.00011919612237,2.46962561425,3.43322753906e-05,2.17178644421e-05,5.42731307827e-05,6.44865117371,5.72204589844e-06,1.94601384369e-06,1.6824941648e-05,38.6921954994,6.48498535156e-05,4.64099514128e-05,9.06157528606e-05,3.41393806564,1,11.70949999999975,global_optimum,1001110100111100011
