angle_source,p,number_of_reads,maximum_iterations,gamma_sign,guarantee_3regular_maxcut,initial_parameters,qiskit_parameter_names,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],54,1,0.0078125,880.9284999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001001010110010011,000100101011001001110010101000000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],55,1,0.0078125,908.1496999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101010110100100001,110101011010010000110000100000101000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],56,1,0.0078125,913.5411999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010110010000001110,101011001000000111010000000000110110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],57,1,0.0078125,918.5326999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101001010110000001,110100101011000000111001000000000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],58,1,0.0078125,923.1387999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001010010111001110,100101001011100111000000000000000001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],59,1,0.0078125,926.0561999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010110110111001110,001011011011100111000010010011110010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],60,1,0.0078125,948.3969999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011010110001110000,101101011000111000011000000001100000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],61,1,0.0078125,950.0844999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010011000100001001,101001100010000100110000000000000001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],62,1,0.0078125,955.0184999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010010010001000110,101001001000100011000000000110010001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],63,1,0.0078125,956.3329999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011010110110000000,101101011011000000010010100100111000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],64,1,0.0078125,958.0064999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010001010101000001,001000101010100000110000100011010000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],65,1,0.0078125,962.9479999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101101010100010100,110110101010001010010000001000000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],66,1,0.0078125,969.4194999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100101010110001100,110010101011000110010010100100000011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],67,1,0.0078125,999.8202999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011010110110100000,101101011011010000010010000110101000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],68,1,0.0078125,999.9212999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011010110110010000,101101011011001000011010000000011001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],69,1,0.0078125,1002.7147999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001010001000110,110000101000100011010000001100000111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],70,1,0.0078125,1005.4967999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101010110110001,101010101011011000110010010000000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],71,1,0.0078125,1006.6442999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011111110110001010,101111111011000101010000000110001000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],72,1,0.0078125,1009.0287999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010001010110011000,001000101011001100010000010000000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],73,1,0.0078125,1036.3945999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101110010100100001,110111001010010000111000100000011000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],74,1,0.0078125,1039.4055999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011000010100100000,001100001010010000010100010000000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],75,1,0.0078125,1042.6695999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011010110110010000,101101011011001000000010000000111010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],76,1,0.0078125,1043.1359999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110001010101001010,111000101010100101010000010000100000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],77,1,0.0078125,1044.8295999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011010110110000000,001101011011000000000010000001100100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],78,1,0.0078125,1049.5540999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001010101100111,110000101010110011110000000001000011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],79,1,0.0078125,1050.5395999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011010010010100111,001101001001010011110001100010010000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],80,1,0.0078125,1055.8180999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001110111010110,110000111011101011010011001001001101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],81,1,0.0078125,1057.3465999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101010111010010110,110101011101001011010000101001010011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],82,1,0.0078125,1075.2218999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011010000100000001,001101000010000000111000001000000001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],83,1,0.0078125,1083.3748999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101010010001000110,110101001000100011000000001010010000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],84,1,0.0078125,1085.3058999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101110010110100000,110111001011010000000100000111000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],85,1,0.0078125,1086.2448999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011110010100010101,101111001010001010100000110010001000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],86,1,0.0078125,1089.5258999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101001010110000000,110100101011000000010001001011000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],87,1,0.0078125,1091.1639999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001001010100010100,100100101010001010000010000100000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],88,1,0.0078125,1092.8278999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101000010110001101,110100001011000110100010011000000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],89,1,0.0078125,1093.0063999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001001001001110,110000100100100111010000000100000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],90,1,0.0078125,1123.2741999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011010110100011000,101101011010001100010000000000101000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],91,1,0.0078125,1124.8000999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1111010000010000100,111101000001000010010000000110010000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],92,1,0.0078125,1134.3571999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011001010110100011,101100101011010001110010100010000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],93,1,0.0078125,1137.2626999999998,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100001010110011001,010000101011001100110010001000000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],94,1,0.0078125,1173.9239999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001000010110100,110000100001011010010010010000000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],95,1,0.0078125,1175.8509999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010110110101100110,001011011010110011000000110110010011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],96,1,0.0078125,1176.4064999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101100010110101010,010110001011010101000010000000000010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],97,1,0.0078125,1213.1867999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101001110101110000,110100111010111000010000000010000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],98,1,0.0078125,1229.5351999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110001001111000110,111000100111100011001000100000100110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],99,1,0.0078125,1259.4900999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011010110001011110,001101011000101111000000000010100110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],100,1,0.0078125,1294.6613999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011011000101100001,001101100010110000110001100000100100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],101,1,0.0078125,1300.4303999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011010110110011001,101101011011001100100000000101001000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],102,1,0.0078125,1302.9733999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101001100101100110,010100110010110011010000011001000011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],103,1,0.0078125,1308.1248999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001000111111111,110000100011111111110010101000000010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],104,1,0.0078125,1341.7401999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001010100101000,110000101010010100010000001011000100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],105,1,0.0078125,1343.7416999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101001000001011110,010100100000101111000000111101000100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],106,1,0.0078125,1349.3906999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011010110110000110,101101011011000011010011010100001110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],107,1,0.0078125,1386.0994999999998,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010000110100110100,101000011010011010000110000000011000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],108,1,0.0078125,1428.7502999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101001100100001110,110100110010000111010001000011000110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,5,128,25,-1,0.8364,0.632;0.523;0.39;0.275;0.149;-0.36;-0.707;-0.823;-1.005;-1.154,β[0];β[1];β[2];β[3];β[4];γ[0];γ[1];γ[2];γ[3];γ[4],109,1,0.0078125,1433.0912999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101001010110110000,110100101011011000010010000000100000,true,single,36,1.0e-10,64
