angle_source,p,number_of_reads,maximum_iterations,gamma_sign,guarantee_3regular_maxcut,initial_parameters,qiskit_parameter_names,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],63,1,0.0078125,1337.7201999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100101100100111011,110010110010011101100111001110100111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],64,1,0.0078125,1340.0136999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011101100100101011,001110110010010101100101011011010101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],65,1,0.0078125,1340.7311999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010001000101111011,001000100010111101101101010100100111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],66,1,0.0078125,1342.6006999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101110001101111011,110111000110111101110000000001101101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],67,1,0.0078125,1344.0110999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110001100101011111,111000110010101111111100010100000110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],68,1,0.0078125,1346.2536999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101011100101001110,010101110010100111000000101000011101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],69,1,0.0078125,1347.1776999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011100001001011101,001110000100101110100110101000000001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],70,1,0.0078125,1350.8841999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101100111111110,101010110011111111001000010010011111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],71,1,0.0078125,1352.2761,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110101110111101011,011010111011110101101111001110000101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],72,1,0.0078125,1354.8266999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101001110011010111,010100111001101011111101000001000101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],73,1,0.0078125,1360.1206999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011111111010100100,101111111101010010000111001110101000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],74,1,0.0078125,1368.9768999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1111100100001010001,111110010000101000101111101000010101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],75,1,0.0078125,1378.3184999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010100100001101111,101010010000110111101001011000000101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],76,1,0.0078125,1382.2899999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011100000101010101,001110000010101010111011000011000101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],77,1,0.0078125,1383.5109999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101100100101100111,010110010010110011110100110101011011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],78,1,0.0078125,1443.6472999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101010111011100101,010101011101110010100011111101110110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],79,1,0.0078125,1446.8667999999998,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101111011011101,101010111101101110101001110100110011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],80,1,0.0078125,1467.0164999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111111100100100011,011111110010010001110000110010011101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],81,1,0.0078125,1470.4109999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110100101001111011,011010010100111101100111100000100000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],82,1,0.0078125,1477.0764999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1111111001010001011,111111100101000101111001111100101101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],83,1,0.0078125,1510.1278999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101100000101011110,110110000010101111001000110000000100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],84,1,0.0078125,1521.5143999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100111000011111110,010011100001111111001010101111010010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],85,1,0.0078125,1531.5743999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100011011011000110,110001101101100011001010110111110100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],86,1,0.0078125,1553.6051999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011101010100000001,101110101010000000111111100111101111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],87,1,0.0078125,1553.6236999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100110010101011001,010011001010101100101010100010101011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],88,1,0.0078125,1565.3062999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001111101001110101,000111110100111010100011010011001000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],89,1,0.0078125,1604.1604999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011100101001001111,001110010100100111111111100010111001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],90,1,0.0078125,1610.5649999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100001101001111110,010000110100111111001000101001000111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],91,1,0.0078125,1616.3519999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101101111011110,101010110111101111011111011011100010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],92,1,0.0078125,1636.9098999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001010100101101101,100101010010110110110011001111110000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],93,1,0.0078125,1641.2606999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1111111100101000111,111111110010100011110101100001011101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],94,1,0.0078125,1641.7911999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110100010110110001,111010001011011000101110101001100000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],95,1,0.0078125,1643.5962999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100101100001111110,010010110000111111011000100110000110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],96,1,0.0078125,1648.9597999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101110111101011001,010111011110101100110000101000011000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],97,1,0.0078125,1684.6184999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110010110010101001,011001011001010100100111101111101001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],98,1,0.0078125,1700.6274999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110111011010101011,011011101101010101110111010000110001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],99,1,0.0078125,1720.0252999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111100100010100001,011110010001010000111111011100000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],100,1,0.0078125,1738.6654999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001011111010110001,100101111101011000110011110000100110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],101,1,0.0078125,1827.4804999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101101011111110,101010110101111111001011101111001110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],102,1,0.0078125,1829.8928999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111101101011011110,011110110101101111000110000011110001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],103,1,0.0078125,1847.3712999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101100110001111000,110110011000111100011010000011100101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],104,1,0.0078125,1855.8532999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101100100101111111,010110010010111111101000001001100111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],105,1,0.0078125,1857.5076999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110000111101000001,111000011110100000111101110000010110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],106,1,0.0078125,1860.6232999999997,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101101100011111111,110110110001111111111111001100000110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],107,1,0.0078125,1866.2976999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110111111000111010,011011111100011101010011011010110000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],108,1,0.0078125,1900.601599999999,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011001110100101001,001100111010010100111101100110000011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],109,1,0.0078125,1903.3500999999997,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010100110101111101,001010011010111110110100100000101000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],110,1,0.0078125,1905.6735999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011001110001011110,001100111000101111011100100000101011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],111,1,0.0078125,1908.2691999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000111110101111100,000011111010111110010000011000011000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],112,1,0.0078125,1939.1997999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1111111110000111011,111111111000011101111001011010110000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],113,1,0.0078125,1952.5912999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110111101001111110,011011110100111111011000001010111000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],114,1,0.0078125,1980.7172999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001100100000111110,000110010000011111011010100110001111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],115,1,0.0078125,2010.167699999999,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100111111111101110,010011111111110111001011011010110100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],116,1,0.0078125,2032.7678999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110100010011111110,111010001001111111011110101100010100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],117,1,0.0078125,2071.9497999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101111100100110101,010111110010011010100001010011111110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],118,1,0.0078125,2234.141399999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110001100101111000,111000110010111100001001010101101111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],119,1,0.0078125,2243.400099999999,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001000110001111110,000100011000111111000011010011101011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],120,1,0.0078125,2280.3362999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101010100100111110,110101010010011111010111000000101111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],121,1,0.0078125,2285.368299999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101010101001111101,110101010100111110100011101100111100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],122,1,0.0078125,2295.8211999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1111111111001011101,111111111100101110101001111100101010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],123,1,0.0078125,2370.7392999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110011110100101000,011001111010010100001111110010111011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],124,1,0.0078125,2396.106099999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1111000100000101001,111100010000010100101001100100011111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],125,1,0.0078125,2424.812699999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010111101101111101,001011110110111110110001011011001010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],126,1,0.0078125,2456.3793999999994,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111010110101000101,011101011010100010111101011001000010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],127,1,0.0078125,2507.4296999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111101110101101110,011110111010110111011011000000000110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],128,1,0.0078125,2581.118899999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100100000100111101,010010000010011110111111101101010011,true,single,36,1.0e-10,64
