angle_source,p,number_of_reads,maximum_iterations,gamma_sign,guarantee_3regular_maxcut,initial_parameters,qiskit_parameter_names,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],67,1,0.0078125,614.6076999999999,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001111101001000010,100111110100100001001000011100101111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],68,1,0.0078125,615.6766999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001111100111001010,100111110011100101001000000100111011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],69,1,0.0078125,615.8405999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101010101010000011,110101010101000001101011001011010111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],70,1,0.0078125,620.7706999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101001010000010,100110100101000001010001111100100100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],71,1,0.0078125,621.4106999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001110011010100001,100111001101010000110000101010100001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],72,1,0.0078125,622.7221999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000110011011010011,100011001101101001101000100101110101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],73,1,0.0078125,623.6716999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001110011010000001,000111001101000000100001010101001101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],74,1,0.0078125,625.6791999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000010001011000110,000001000101100011001001001011000111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],75,1,0.0078125,648.3564999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000101000001010011,100010100000101001101000110010001100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],76,1,0.0078125,652.4993999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010110100010100011,001011010001010001101001100100111011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],77,1,0.0078125,653.7493999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010111110001000010,101011111000100001000000100000101110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],78,1,0.0078125,658.4773999999999,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010100101011000011,101010010101100001100100100000110101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],79,1,0.0078125,666.3965,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000101101010000011,000010110101000001100111111101011101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],80,1,0.0078125,688.9716999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001100001000001,101000110000100000100010010010001011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],81,1,0.0078125,694.4687999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000000100011000011,000000010001100001100100101010010010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],82,1,0.0078125,696.4976999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001110001000011,101000111000100001101000000101001111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],83,1,0.0078125,696.5502999999999,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001111100011000011,100111110001100001110111010110100101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],84,1,0.0078125,697.3076999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001100011010010,101000110001101001000000000101001111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],85,1,0.0078125,698.2571999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011101100011000001,001110110001100000110000111010010100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],86,1,0.0078125,698.4986999999998,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010110100011000111,101011010001100011100000110000011001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],87,1,0.0078125,698.5812999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001110100011000111,100111010001100011100110000100111011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],88,1,0.0078125,699.9215999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110110101011000001,111011010101100000100001110000100100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],89,1,0.0078125,705.8527999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000010101001010111,000001010100101011111000010111110101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],90,1,0.0078125,733.0818999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110101100000000011,111010110000000001110001000001001000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],91,1,0.0078125,734.2170999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000110100011000010,100011010001100001000010101000000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],92,1,0.0078125,734.3684999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101100000011000011,110110000001100001110011100101011001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],93,1,0.0078125,735.0609999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001100101000001,110000110010100000100000110101110000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],94,1,0.0078125,737.2569999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010000100011000011,001000010001100001100000000001001101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],95,1,0.0078125,739.2159999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010011100011000010,101001110001100001000010110110111101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],96,1,0.0078125,740.9655999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001101100010000001,000110110001000000110010000100001100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],97,1,0.0078125,741.3584999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101110100011000111,110111010001100011110011101001110110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],98,1,0.0078125,747.4085999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001010101111000010,100101010111100001001111011000011111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],99,1,0.0078125,747.5999999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001001011000001,101000100101100000100000101010111000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],100,1,0.0078125,748.9329999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001001010000011,101000100101000001110000000110001110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],101,1,0.0078125,755.2085999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101011010000011,100110101101000001100100110100100111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],102,1,0.0078125,781.9243999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000101100011000011,100010110001100001101010001110001001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],103,1,0.0078125,782.7643999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000011100011010010,100001110001101001000001001110000101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],104,1,0.0078125,786.7112999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100100101011000010,110010010101100001010011010011101001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],105,1,0.0078125,790.3771999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110111001010000001,111011100101000000110000100110000001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],106,1,0.0078125,799.5302999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100001011011000001,010000101101100000110000010001000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],107,1,0.0078125,819.8661999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001100110001000010,100110011000100001000100010110101010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],108,1,0.0078125,824.7015999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100101100011000010,110010110001100001000001010010111111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],109,1,0.0078125,825.9355999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100100110011000011,110010011001100001110010101000101110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],110,1,0.0078125,828.0645999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001000111000011,101000100011100001101010111100110011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],111,1,0.0078125,833.0855999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001001011000001,110000100101100000100001010001111000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],112,1,0.0078125,836.3586999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000110101011001100,100011010101100110000000101001110111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],113,1,0.0078125,837.7416999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000001101110000010,100000110111000001011000011001010000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],114,1,0.0078125,862.5307999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110110100011000010,111011010001100001010101010001001011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],115,1,0.0078125,877.1778999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101001011000010,101010100101100001010001000101111110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],116,1,0.0078125,881.2168999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100010101111000101,110001010111100010100000111000010001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],117,1,0.0078125,905.2102999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000100100011000011,100010010001100001101000000010010010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],118,1,0.0078125,911.1476999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101101100000000111,110110110000000011111110101100001001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],119,1,0.0078125,917.7552999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000000010111000010,000000001011100001010100100111101111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],120,1,0.0078125,921.1202999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000100011010000011,100010001101000001101101100100100101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],121,1,0.0078125,946.7545999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000101100000000011,100010110000000001100101001001101001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],122,1,0.0078125,962.6580999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001100011011000001,100110001101100000101001100110110000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],123,1,0.0078125,997.4122999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101100101001000011,010110010100100001110110011001011010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],124,1,0.0078125,1042.8081999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111101001010010,100011110100101001010000100000111011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],125,1,0.0078125,1044.6660999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100100000111010111,110010000011101011100010111000110111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],126,1,0.0078125,1130.3657999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000100011001000001,000010001100100000111100001001101100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],127,1,0.0078125,1164.8913999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111100100011000011,011110010001100001100010000001010101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,2,128,25,-1,0.7559,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],128,1,0.0078125,1648.0303999999996,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000110011101000011,000011001110100001101111000001111011,true,single,36,1.0e-10,64
