angle_source,p,number_of_reads,maximum_iterations,gamma_sign,guarantee_3regular_maxcut,initial_parameters,qiskit_parameter_names,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],11,1,0.0078125,570.2018999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111100111000001,100011110011100000101000010101100010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],12,1,0.0078125,571.1127999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100000110011000000,010000011001100000010000010110100101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],13,1,0.0078125,572.2328999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000110100111000100,100011010011100010010100000010100101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],14,1,0.0078125,573.2307999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100101000100010111,110010100010001011100100001110011101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],15,1,0.0078125,580.9018,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100101110010010100,110010111001001010000000011111010011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],16,1,0.0078125,610.0920999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100100100111100010,110010010011110001011010000100010000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],17,1,0.0078125,619.1330999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010010010010001101,101001001001000110100110101010011010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],18,1,0.0078125,619.5881999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000111100011000101,000011110001100010111000100101011000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],19,1,0.0078125,621.2440999999999,3.410605131648481e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100101110111100011,110010111011110001110000110001011110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],20,1,0.0078125,622.8210999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101010010000100,101010101001000010001110011001001101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],21,1,0.0078125,622.8210999999999,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101110011000100,101010111001100010000011011100100111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],22,1,0.0078125,622.9036999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101010010000101,100110101001000010101000010101011000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],23,1,0.0078125,655.8303999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001000011011010,101000100001101101001100100110000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],24,1,0.0078125,661.3493999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010000010011100100,101000001001110010001110010101010010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],25,1,0.0078125,665.5583999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100111010010000100,110011101001000010010001100111100110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],26,1,0.0078125,672.7214999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000001110110010101,000000111011001010100001010100000101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],27,1,0.0078125,673.2744,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100101101111010101,110010110111101010100010101101100100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],28,1,0.0078125,688.9317999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111100001000001,100011110000100000111011001101011001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],29,1,0.0078125,696.4866999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001010001000010,110000101000100001011001001101000001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],30,1,0.0078125,700.5476999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010000110101000101,101000011010100010101100000010010000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],31,1,0.0078125,701.3166999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100111010011000000,110011101001100000011000001001100111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],32,1,0.0078125,709.0306999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101001100000101,101010100110000010110100101010000001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],33,1,0.0078125,709.6707999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000100110110000100,000010011011000010000101000110010001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],34,1,0.0078125,739.2459999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101110000000010,101010111000000001001101100011111111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],35,1,0.0078125,746.3604999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101101110011010010,110110111001101001001001000010000001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],36,1,0.0078125,757.3780999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000101010110000101,000010101011000010110110111001000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],37,1,0.0078125,784.0132999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001110101000000,101000111010100000001011100010001000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],38,1,0.0078125,789.9068999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001011110010000001,000101111001000000110011011101110100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],39,1,0.0078125,790.9162999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100100110011100110,110010011001110011000010010001000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],40,1,0.0078125,830.4125999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010011110011010000,101001111001101000010100010000001100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],41,1,0.0078125,833.5585999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100100010110001011,010010001011000101100110010001000101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],42,1,0.0078125,834.9445999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100010110111000101,110001011011100010101011100011011110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],43,1,0.0078125,836.7116999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000001110100000100,000000111010000010000000010001100011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],44,1,0.0078125,866.9494999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101100011100001,100110110001110000111100011011010010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],45,1,0.0078125,875.1898999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010111100011100110,101011110001110011001110110001011010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],46,1,0.0078125,879.2709999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111010011000100,100011101001100010010000100110001101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],47,1,0.0078125,881.3208999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001110011101101,101000111001110110101100110010010010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],48,1,0.0078125,882.2998999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100101110011000100,010010111001100010011111010010110100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],49,1,0.0078125,882.9028999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100001100111011110,010000110011101111001000010101100100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],50,1,0.0078125,883.3708999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010011111011000010,101001111101100001000000100000100001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],51,1,0.0078125,885.6229999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000111110110000101,000011111011000010111011110100110101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],52,1,0.0078125,885.6628999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010011110110000101,001001111011000010111001001010111011,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],53,1,0.0078125,888.3788999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100101111111000000,010010111111100000011000010100100100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],54,1,0.0078125,904.1061999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010000100101000000,001000010010100000011000111010011001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],55,1,0.0078125,913.4511999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100010110111000001,110001011011100000111000110111010000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],56,1,0.0078125,915.8950999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110101100011000100,111010110001100010011011000101111001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],57,1,0.0078125,917.0681999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100111010011101000,110011101001110100000100101101101000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],58,1,0.0078125,917.9701999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100011110011110010,110001111001111001010100110100010010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],59,1,0.0078125,928.4001999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100111110111000100,010011111011100010011000010111101111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],60,1,0.0078125,928.5336999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011101110111000101,001110111011100010101010101000010001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],61,1,0.0078125,952.3535999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111010000100001,100011101000010000111011010110010100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],62,1,0.0078125,955.4545999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000111010001010001,000011101000101000100101111100010001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],63,1,0.0078125,956.2104999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010100010110000000,101010001011000000000110000101001111,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],64,1,0.0078125,958.3783999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110101010101101011,111010101010110101100010010000100000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],65,1,0.0078125,961.9854999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001110100000100,110000111010000010000011110010000001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],66,1,0.0078125,961.9854999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001110100000101,110000111010000010111111101110101100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],67,1,0.0078125,968.2420999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101010110000100,100110101011000010000101010001010110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],68,1,0.0078125,968.2514999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010111110010011110,101011111001001111001010011011010100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],69,1,0.0078125,971.1484999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100111010110000101,010011101011000010110011011000001101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],70,1,0.0078125,994.2113999999998,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001000110101000011,100100011010100001100111100011001001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],71,1,0.0078125,997.8373999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101110101000001,100110111010100000110100111101101001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],72,1,0.0078125,1004.8273999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101010100000101,100110101010000010111101000000100100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],73,1,0.0078125,1004.9193999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001001110011001000,000100111001100100011011101000110110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],74,1,0.0078125,1012.2297999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001110111000111,110000111011100011101110111010011110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],75,1,0.0078125,1013.8678999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000111110111000101,000011111011100010100110000011001010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],76,1,0.0078125,1015.2318999999999,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000101101111010101,100010110111101010111110110111100000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],77,1,0.0078125,1016.5427999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101001111011101,101010100111101110101000101000100100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],78,1,0.0078125,1041.3000999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010111000101000101,101011100010100010100110001100001100,true,single,36,1.0e-10,64
