p,optimizer_reads,final_reads,maximum_iterations,solve_time_sec,unique_states,total_reads,projected_global_reads,projected_pool_reads,encoded_global_reads,encoded_pool_reads,best_qubo_energy,best_projection_match,best_encoded_match,best_flow_bits,best_repaired_qubo_energy,best_repaired_match,best_repaired_flow_bits,distribution_csv
2,128,512,25,256.748912276,512,512,0,3,0,0,104.91250000000002,not_in_gurobi_pool,not_in_gurobi_pool,1100101110011100011,14.550499999999943,gurobi_pool,1001110110011100011,ds_mfg_final_sampling_sweep_v2/qaoa_p2_optimizer_reads128_final_reads512_iter25_distribution.csv
