algorithm,seed,result,reads,probability,surrogate_qubo_energy,exact_repaired_qubo_energy,match,matched_ip_obj,flow_bits,repaired_aux_bits,repaired_full_bits,optimizer_reads,final_reads,maximum_iterations,initial_parameter_count,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
VQE_reduced_surrogate,73003,455,5,0.0006103515625,320.1518437499792,306.79299999999995,not_in_gurobi_pool,,1100100010001000011,00101001011000111,110010001000100001100101001011000111,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,681,5,0.0006103515625,365.00374375000297,394.3932,not_in_gurobi_pool,,1001100010001101011,00100101010000010,100110001000110101100100101010000010,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,3552,5,0.0006103515625,748.3422687499942,745.6705,not_in_gurobi_pool,,0011100010001001111,00100100010000110,001110001000100111100100100010000110,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,478,4,0.00048828125,323.8887687499948,321.21700000000004,not_in_gurobi_pool,,1100100010011001111,00100001011000110,110010001001100111100100001011000110,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,492,4,0.00048828125,326.9817687500042,324.3099999999999,not_in_gurobi_pool,,1100100001011010111,00100001011000101,110010000101101011100100001011000101,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1930,4,0.00048828125,550.1588437499927,536.8,not_in_gurobi_pool,,0011101010011101011,00000111000000010,001110101001110101100000111000000010,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,2535,4,0.00048828125,627.6908437499965,614.3320000000001,not_in_gurobi_pool,,1110100010001001111,00100000011100110,111010001000100111100100000011100110,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,5751,4,0.00048828125,1083.6305187499972,1059.5845999999995,not_in_gurobi_pool,,0011101011001001111,00000111000000110,001110101100100111100000111000000110,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,6216,4,0.00048828125,1202.4423437499972,1189.0834999999995,not_in_gurobi_pool,,0011101011111000011,00001100000000111,001110101111100001100001100000000111,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,137,3,0.0003662109375,227.29016874999388,224.61839999999987,not_in_gurobi_pool,,1100100000111000011,00101000010000111,110010000011100001100101000010000111,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,214,3,0.0003662109375,259.81631874999675,235.77040000000002,not_in_gurobi_pool,,1100101110110000011,00001001000000111,110010111011000001100001001000000111,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,209,3,0.0003662109375,259.2323187500069,277.9346999999998,not_in_gurobi_pool,,1010010101111010011,00000000010101101,101001010111101001100000000010101101,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,341,3,0.0003662109375,293.88754374999144,280.5287,not_in_gurobi_pool,,1100101110111101011,00000001000000010,110010111011110101100000001000000010,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,493,3,0.0003662109375,326.9817687499942,324.31,not_in_gurobi_pool,,1100000001010010111,00100001011000101,110000000101001011100100001011000101,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,504,3,0.0003662109375,329.5769187500084,348.2792999999998,not_in_gurobi_pool,,1100110100100110011,00000000010101001,110011010010011001100000000010101001,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,864,3,0.0003662109375,398.4487937500055,406.4640999999998,not_in_gurobi_pool,,1101111101011100001,10000101100100000,110111110101110000110000101100100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1068,3,0.0003662109375,433.89241875001017,409.8465,not_in_gurobi_pool,,1110110001010010111,00000000011110101,111011000101001011100000000011110101,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1358,3,0.0003662109375,471.50799374998587,436.77499999999986,not_in_gurobi_pool,,0000011100001000011,01011111110000111,000001110000100001101011111110000111,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1111,3,0.0003662109375,439.8206687499835,437.14889999999986,not_in_gurobi_pool,,1100000010000011011,00100001011000100,110000001000001101100100001011000100,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1153,3,0.0003662109375,444.74966874999586,442.0779,not_in_gurobi_pool,,1100101000010011011,00010101110000100,110010100001001101100010101110000100,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1552,3,0.0003662109375,494.3155437500093,480.95669999999996,not_in_gurobi_pool,,0011101000001001010,00010111000000110,001110100000100101000010111000000110,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1503,3,0.0003662109375,488.71896874999175,486.0472,not_in_gurobi_pool,,1100000010001001111,00100001011000110,110000001000100111100100001011000110,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1607,3,0.0003662109375,501.0851437499957,487.72630000000004,not_in_gurobi_pool,,0000011110001101011,01000111110000010,000001111000110101101000111110000010,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1705,3,0.0003662109375,519.5891937499923,527.6044999999999,not_in_gurobi_pool,,1100001110000011010,00000101110000100,110000111000001101000000101110000100,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1802,3,0.0003662109375,534.4672687499879,531.7955,not_in_gurobi_pool,,0100000010001001111,00100001011000110,010000001000100111100100001011000110,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,1987,3,0.0003662109375,559.1399937500046,567.1552999999998,not_in_gurobi_pool,,0011100010001100010,00100100010000011,001110001000110001000100100010000011,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73003,2360,3,0.0003662109375,607.376618750003,583.3307000000002,not_in_gurobi_pool,,1110101001111101011,00000000000100010,111010100111110101100000000000100010,128,8192,25,152,true,single,36,1.0e-10,64
