algorithm,seed,result,reads,probability,surrogate_qubo_energy,exact_repaired_qubo_energy,match,matched_ip_obj,flow_bits,repaired_aux_bits,repaired_full_bits,optimizer_reads,final_reads,maximum_iterations,initial_parameter_count,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
VQE_reduced_surrogate,73004,1262,5,0.0006103515625,517.1656937500063,525.1809999999998,not_in_gurobi_pool,,0101101100100100001,10000001000000000,010110110010010000110000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,2544,4,0.00048828125,722.2744687499953,719.6027000000001,not_in_gurobi_pool,,1100101111011110101,00000101110000000,110010111101111010100000101110000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,3409,4,0.00048828125,852.776443749997,839.4175999999998,not_in_gurobi_pool,,0100100011001001101,00100001011000000,010010001100100110100100001011000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,4895,4,0.00048828125,1091.410668749999,1088.7388999999996,not_in_gurobi_pool,,0101101000101110101,00000001000000000,010110100010111010100000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,4931,4,0.00048828125,1097.710168749999,1095.0384,not_in_gurobi_pool,,1100111001110011001,10000001000101000,110011100111001100110000001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,5933,4,0.00048828125,1330.223393749996,1338.2386999999994,not_in_gurobi_pool,,0101011000101110000,10000001000101000,010101100010111000010000001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,6318,4,0.00048828125,1431.8924187499883,1450.5947999999992,not_in_gurobi_pool,,0100111111011111101,00000101110100000,010011111101111110100000101110100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,6613,4,0.00048828125,1533.6627437499862,1520.3038999999994,not_in_gurobi_pool,,0101101100011111101,00010101100000000,010110110001111110100010101100000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,7239,4,0.00048828125,1864.9620687499923,1862.2902999999985,not_in_gurobi_pool,,0101011100011111101,00010101100100000,010101110001111110100010101100100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,7368,4,0.00048828125,1985.2878687500074,1982.6160999999988,not_in_gurobi_pool,,1111010100011111101,00010000010110000,111101010001111110100010000010110000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,7480,4,0.00048828125,2140.0150187499903,2158.7173999999986,not_in_gurobi_pool,,0101011000101111101,00000001000101000,010101100010111110100000001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,2,3,0.0003662109375,48.37981874999173,67.08220000000004,not_in_gurobi_pool,,1100101110010000101,00000101110000000,110010111001000010100000101110000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,125,3,0.0003662109375,234.42409374999897,242.43939999999986,not_in_gurobi_pool,,1100101101010010101,00000101110000000,110010110101001010100000101110000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,318,3,0.0003662109375,314.62651874999847,333.3289000000002,not_in_gurobi_pool,,1110101111010000101,00000101010100000,111010111101000010100000101010100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,439,3,0.0003662109375,349.4234937500039,357.4387999999997,not_in_gurobi_pool,,1101101000100000101,00000001000000000,110110100010000010100000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,504,3,0.0003662109375,363.18549375,371.20079999999996,not_in_gurobi_pool,,1101110111010000100,00000001010100000,110111011101000010000000001010100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,638,3,0.0003662109375,395.7463687499851,393.0745999999999,not_in_gurobi_pool,,1100011100100000001,10001001000101000,110001110010000000110001001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,795,3,0.0003662109375,429.36969375002104,437.3849999999997,not_in_gurobi_pool,,0000100100011100000,11110101011000000,000010010001110000011110101011000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,773,3,0.0003662109375,422.02701875000366,440.72939999999994,not_in_gurobi_pool,,1101110010010100001,10000001010100000,110111001001010000110000001010100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,841,3,0.0003662109375,439.58051874999865,458.28290000000015,not_in_gurobi_pool,,0100111111011100000,10000101110100000,010011111101110000010000101110100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,1136,3,0.0003662109375,495.7439687499905,493.0721999999998,not_in_gurobi_pool,,1100000011011100001,10100001011000000,110000001101110000110100001011000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,966,3,0.0003662109375,465.4487437499938,494.83820000000014,not_in_gurobi_pool,,0100111001011100000,10000101110100000,010011100101110000010000101110100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,1422,3,0.0003662109375,545.9028437499971,532.5440000000001,not_in_gurobi_pool,,1101101110001001101,00000101100000000,110110111000100110100000101100000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,1461,3,0.0003662109375,552.3554187499885,571.0577999999998,not_in_gurobi_pool,,1100011000100000101,00000001000101000,110001100010000010100000001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,1872,3,0.0003662109375,617.7532937500025,625.7685999999999,not_in_gurobi_pool,,0101010101010001101,00000001010100000,010101010101000110100000001010100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,2261,3,0.0003662109375,681.8032437499937,668.4443999999999,not_in_gurobi_pool,,0100111001111000000,10001001000101000,010011100111100000010001001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,2520,3,0.0003662109375,717.454043749997,704.0951999999996,not_in_gurobi_pool,,1101000101110100001,10100000000000000,110100010111010000110100000000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,2641,3,0.0003662109375,738.8866937499938,746.9019999999998,not_in_gurobi_pool,,1100101110000101101,00000101110000000,110010111000010110100000101110000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,2832,3,0.0003662109375,764.442768749994,761.771,not_in_gurobi_pool,,0100111001110010101,00000001000101000,010011100111001010100000001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,2986,3,0.0003662109375,789.4129937499954,797.4282999999998,not_in_gurobi_pool,,0100111001110100001,10000001000101000,010011100111010000110000001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,3201,3,0.0003662109375,824.930868750004,822.2590999999998,not_in_gurobi_pool,,1101101000100110000,10000001000000000,110110100010011000010000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,3260,3,0.0003662109375,832.2492937499912,840.2645999999996,not_in_gurobi_pool,,0100111001100000100,00000001000101000,010011100110000010000000001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,3522,3,0.0003662109375,870.9820687499948,868.3103,not_in_gurobi_pool,,1111010100010000101,00010000010110000,111101010001000010100010000010110000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,3617,3,0.0003662109375,885.9996687500002,883.3278999999998,not_in_gurobi_pool,,1100000101110011101,00100000010000000,110000010111001110100100000010000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,3760,3,0.0003662109375,906.4622937500064,914.4775999999999,not_in_gurobi_pool,,1111101100100001100,00000000000100000,111110110010000110000000000000100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,3875,3,0.0003662109375,922.3044687499976,919.6326999999997,not_in_gurobi_pool,,0101101001100100001,10000001000000000,010110100110010000110000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73004,4003,3,0.0003662109375,940.3621437499996,927.0032999999999,not_in_gurobi_pool,,0000111001100001101,01000101000001000,000011100110000110101000101000001000,128,8192,25,152,true,single,36,1.0e-10,64
