algorithm,seed,result,reads,probability,surrogate_qubo_energy,exact_repaired_qubo_energy,match,matched_ip_obj,flow_bits,repaired_aux_bits,repaired_full_bits,optimizer_reads,final_reads,maximum_iterations,initial_parameter_count,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
VQE_reduced_surrogate,73002,988,6,0.000732421875,445.52766875000634,442.8558999999998,not_in_gurobi_pool,,1100101110101010000,10000001000000000,110010111010101000010000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,1147,5,0.0006103515625,478.7928937500046,486.80819999999983,not_in_gurobi_pool,,1100100010111010000,10100000010000000,110010001011101000010100000010000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,3606,4,0.00048828125,882.0437687500128,879.3719999999996,not_in_gurobi_pool,,0000011010110100000,11000101000001000,000001101011010000011000101000001000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,3632,4,0.00048828125,889.7887437500144,919.1781999999996,not_in_gurobi_pool,,1100010111101010011,00000000010101101,110001011110101001100000000010101101,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,4674,4,0.00048828125,1089.3486437500067,1118.7380999999993,not_in_gurobi_pool,,0111100100100100000,10100000000100000,011110010010010000010100000000100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,5556,4,0.00048828125,1292.837993750004,1300.8532999999993,not_in_gurobi_pool,,0111111000110100000,10000000000111000,011111100011010000010000000000111000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,5712,4,0.00048828125,1335.768893750001,1343.7841999999996,not_in_gurobi_pool,,1100110110110111000,10000000010101000,110011011011011100010000000010101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,2,3,0.0003662109375,25.07574375000445,54.46519999999982,not_in_gurobi_pool,,1100110100111010011,00000000010101101,110011010011101001100000000010101101,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,14,3,0.0003662109375,121.25941874999603,139.9617999999998,not_in_gurobi_pool,,1100100000111010011,00100000010000101,110010000011101001100100000010000101,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,56,3,0.0003662109375,167.27971874999548,185.9820999999999,not_in_gurobi_pool,,1100010010011001011,00000001011100110,110001001001100101100000001011100110,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,239,3,0.0003662109375,266.38439374999757,274.39969999999977,not_in_gurobi_pool,,1100100110111010011,00100000010000101,110010011011101001100100000010000101,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,406,3,0.0003662109375,324.7787687499995,322.107,not_in_gurobi_pool,,1100101010111010011,00000001000000101,110010101011101001100000001000000101,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,414,3,0.0003662109375,327.40391875000273,346.10629999999975,not_in_gurobi_pool,,1100100100100100000,10100000010000000,110010010010010000010100000010000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,419,3,0.0003662109375,327.50491874999966,346.20729999999975,not_in_gurobi_pool,,1100100100101010000,10100000010000000,110010010010101000010100000010000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,544,3,0.0003662109375,357.9121687500092,355.2403999999998,not_in_gurobi_pool,,0000010000110100000,11000000010001000,000001000011010000011000000010001000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,875,3,0.0003662109375,424.0023437499915,410.64350000000024,not_in_gurobi_pool,,0110101110111010011,00000000000100101,011010111011101001100000000000100101,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,985,3,0.0003662109375,445.4266687500008,442.7548999999997,not_in_gurobi_pool,,1100101110100100001,10000001000000000,110010111010010000110000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,878,3,0.0003662109375,424.12351874999786,442.82589999999993,not_in_gurobi_pool,,1100111000111010000,10000001000101000,110011100011101000010000001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,1021,3,0.0003662109375,451.81316875000334,449.1414000000001,not_in_gurobi_pool,,1101101110111010000,10000001000000000,110110111011101000010000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,1157,3,0.0003662109375,480.8648937500095,488.88019999999983,not_in_gurobi_pool,,1100110110110110011,00000000010101001,110011011011011001100000000010101001,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,1560,3,0.0003662109375,544.214343750001,530.8554999999999,not_in_gurobi_pool,,1100101110100101011,00000001000000010,110010111010010101100000001000000010,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,1570,3,0.0003662109375,544.7212437500009,531.3623999999999,not_in_gurobi_pool,,0110111100111010000,10000000000111000,011011110011101000010000000000111000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,1439,3,0.0003662109375,526.9431937499971,534.9585,not_in_gurobi_pool,,1100010010011001110,00000001011100110,110001001001100111000000001011100110,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,1880,3,0.0003662109375,599.3507187499997,618.0530999999996,not_in_gurobi_pool,,0100010010111010000,10000000010101000,010001001011101000010000000010101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,2066,3,0.0003662109375,622.454368749999,619.7826,not_in_gurobi_pool,,0101001110011010000,10000101100000000,010100111001101000010000101100000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,2307,3,0.0003662109375,663.5056687500091,660.8338999999997,not_in_gurobi_pool,,0011110110110100000,10000000000101000,001111011011010000010000000000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,2472,3,0.0003662109375,687.5848187499828,663.5388999999998,not_in_gurobi_pool,,0011100110111011011,00100000000000100,001110011011101101100100000000000100,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,2507,3,0.0003662109375,693.8979687500089,691.2261999999997,not_in_gurobi_pool,,0011000100101100000,10100000000000000,001100010010110000010100000000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,3407,3,0.0003662109375,840.7684437500025,827.4095999999997,not_in_gurobi_pool,,1100000100010101101,00110001011000000,110000010001010110100110001011000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,3663,3,0.0003662109375,897.2628937500037,905.2781999999997,not_in_gurobi_pool,,1100100100100111011,00100000010000000,110010010010011101100100000010000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,3732,3,0.0003662109375,911.1338937499997,919.1491999999998,not_in_gurobi_pool,,1100011010110100000,10000001000101000,110001101011010000010000001000101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,4290,3,0.0003662109375,1014.6401187499982,1033.3424999999997,not_in_gurobi_pool,,0111110100101010000,10000000000111000,011111010010101000010000000000111000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,5309,3,0.0003662109375,1231.2226187499934,1249.9249999999997,not_in_gurobi_pool,,0111000110001010000,10100000010100000,011100011000101000010100000010100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,5378,3,0.0003662109375,1248.5502187499997,1267.2525999999996,not_in_gurobi_pool,,1100010111101001100,00000000010101000,110001011110100110000000000010101000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,5751,3,0.0003662109375,1346.3033687500067,1343.6315999999993,not_in_gurobi_pool,,0111111110100100001,10000000000111000,011111111010010000110000000000111000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,5918,3,0.0003662109375,1391.1946687500001,1388.5228999999995,not_in_gurobi_pool,,0111111000110110011,00000000000111001,011111100011011001100000000000111001,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,5880,3,0.0003662109375,1384.5275937500003,1392.5428999999995,not_in_gurobi_pool,,0111001110110100001,10000000000100000,011100111011010000110000000000100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,5881,3,0.0003662109375,1384.527593750007,1392.5428999999995,not_in_gurobi_pool,,0111001110110100000,10000000000100000,011100111011010000010000000000100000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,6095,3,0.0003662109375,1445.0910437500015,1431.7321999999995,not_in_gurobi_pool,,0111111110100101011,00000000000111010,011111111010010101100000000000111010,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,6293,3,0.0003662109375,1496.8720187500019,1515.5743999999995,not_in_gurobi_pool,,1100100000110111100,00100000010000000,110010000011011110000100000010000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,6658,3,0.0003662109375,1622.6093187500019,1641.3116999999995,not_in_gurobi_pool,,0111100100100101110,00100000000100010,011110010010010111000100000000100010,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,6832,3,0.0003662109375,1700.3913687499921,1697.7195999999992,not_in_gurobi_pool,,1100101010110111100,00000001000000000,110010101011011110000000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,6978,3,0.0003662109375,1779.724968749994,1777.0531999999992,not_in_gurobi_pool,,1100101010101111100,00000001000000000,110010101010111110000000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,6989,3,0.0003662109375,1782.6413687499967,1779.9695999999992,not_in_gurobi_pool,,0111001110101001110,00000000000100110,011100111010100111000000000000100110,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,7055,3,0.0003662109375,1822.8361937499951,1830.8514999999995,not_in_gurobi_pool,,1100101111100111111,00000001000000000,110010111110011111100000001000000000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,7182,3,0.0003662109375,1906.67926875,1904.007499999999,not_in_gurobi_pool,,0111110010110111011,00000000000111000,011111001011011101100000000000111000,128,8192,25,152,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73002,7250,3,0.0003662109375,1970.1432187500013,1988.845599999999,not_in_gurobi_pool,,0110010000110111100,00000000010111000,011001000011011110000000000010111000,128,8192,25,152,true,single,36,1.0e-10,64
