algorithm,trial,seed,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,number_of_reads,maximum_iterations,number_of_layers,initial_parameters,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
QAOA,1,22001,1,1,0.0078125,476.4231999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100000100011000000,110000010001100000011111100111100010,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,2,1,0.0078125,603.6890999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010110100000010011,001011010000001001101110000000000010,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,3,1,0.0078125,616.8170999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100010110110001010,110001011011000101001001000000100110,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,4,1,0.0078125,619.2156999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001100010010001101,100110001001000110101100000101000011,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,5,1,0.0078125,667.9754999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000111101011110011,000011110101111001110010011101101100,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,6,1,0.0078125,701.7776999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100000100110001100,110000010011000110011110000101100110,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,7,1,0.0078125,701.9176999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101000100001111,101010100010000111101101100010100010,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,8,1,0.0078125,729.6330999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000010000001110011,100001000000111001110101101010100011,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,9,1,0.0078125,737.2254999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011110100100000100,101111010010000010010111010000000110,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,10,1,0.0078125,744.1628999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110101100100100111,111010110010010011101000010001001001,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,11,1,0.0078125,752.4600999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000001010110100010,000000101011010001001000010101010011,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,12,1,0.0078125,752.7909999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100110110111101111,110011011011110111101100000000101011,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,13,1,0.0078125,773.6002999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010000100100100001,101000010010010000101111110001100001,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,14,1,0.0078125,779.3052999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010110000101011011,001011000010101101100001100100101110,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,15,1,0.0078125,786.7422999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100010000110100100,110001000011010010010010010101010000,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,16,1,0.0078125,792.1742999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100110101111011011,110011010111101101111001011010100110,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,17,1,0.0078125,800.7633999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000000001111100111,000000000111110011101000100010101111,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,18,1,0.0078125,815.1585999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100000000001110010,110000000000111001001101001001101011,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,19,1,0.0078125,829.1065999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101001001010011,101010100100101001111111001010001011,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,20,1,0.0078125,836.0911999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101101010110010,100110110101011001001000111001010100,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,21,1,0.0078125,836.3295999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100110111011101001,110011011101110100110110000001000000,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,22,1,0.0078125,840.2775999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100001101110010001,010000110111001000110011001101100100,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,23,1,0.0078125,872.4898999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100101110000101010,010010111000010101000100110001010111,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,24,1,0.0078125,874.1683999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011111100100100101,001111110010010010100000111000001010,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,25,1,0.0078125,882.0568999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100110101110010100,110011010111001010010001000111001010,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,26,1,0.0078125,887.1568999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100001101010000110,010000110101000011001111010110001110,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,27,1,0.0078125,911.9587999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001101100010000000,000110110001000000001001110010001111,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,28,1,0.0078125,953.2224999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001110001110000,110000111000111000001011001100000000,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,29,1,0.0078125,955.0874999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100011110000011011,110001111000001101111100011000100101,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
QAOA,1,22001,30,1,0.0078125,964.6723999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110100101010001100,111010010101000110011101010101010000,128,10,1,0.178854343596;4.45599511068,true,single,36,1.0e-10,64
