algorithm,trial,seed,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,number_of_reads,maximum_iterations,number_of_layers,initial_parameters,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
QAOA,1,17001,1,1,0.0078125,440.5429999999999,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000110101001101011,100011010100110101101000111001010010,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,2,1,0.0078125,485.5811999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100100101000001011,010010010100000101111101001010010110,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,3,1,0.0078125,525.4230999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001010101000001010,100101010100000101011101101101010110,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,4,1,0.0078125,525.4230999999999,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001010101000001011,100101010100000101110110010111010001,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,5,1,0.0078125,536.7184999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100110001010010101,110011000101001010100100100110110101,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,6,1,0.0078125,567.6792999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011100001001100011,101110000100110001110100010101100110,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,7,1,0.0078125,574.3343999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001010101010001010,100101010101000101000010110100101101,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,8,1,0.0078125,577.3343999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001110001010001010,000111000101000101001000110110011000,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,9,1,0.0078125,604.4720999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010110000101001010,101011000010100101010011100010111101,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,11,1,0.0078125,617.0826999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001010001011001010,100101000101100101001000000010110010,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,10,1,0.0078125,617.0827,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001100101010001011,100110010101000101101101101111010010,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,12,1,0.0078125,653.4659999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001000000111001010,100100000011100101000110111000010100,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,13,1,0.0078125,668.0483999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001101110001010,110000110111000101010001011110000111,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,14,1,0.0078125,696.4162999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001010001000001010,100101000100000101011110000111010111,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,15,1,0.0078125,697.9607999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000110001000001000,000011000100000100011100110110111000,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,16,1,0.0078125,705.9312999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001110001110001011,100111000111000101110001001010011000,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,17,1,0.0078125,705.9312999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001100001110001010,100110000111000101001100000110001110,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,18,1,0.0078125,706.4192999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001000101010011011,000100010101001101100100001111000000,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
QAOA,1,17001,19,1,0.0078125,745.0729999999999,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010100110111001010,101010011011100101001101110010101010,128,5,1,1.55944101132;4.03967585672,true,single,36,1.0e-10,64
