algorithm,seed,optimizer_reads,final_reads,maximum_iterations,solve_time_sec,unique_states,total_reads,global_reads,pool_reads,best_sample_exact_repaired_qubo_energy,best_sample_match,best_sample_flow_bits,best_sample_surrogate_qubo_energy,initial_parameter_count,distribution_csv
VQE_reduced_surrogate,73001,128,512,25,0.870340607,509,512,0,0,139.9543999999997,not_in_gurobi_pool,1001100000111100011,131.93909375000953,152,ds_mfg_vqe_reduced_flow_objective/vqe_reduced_surrogate_random_seed73001_optimizer_reads128_final_reads512_iter25_distribution.csv
