algorithm,seed,optimizer_reads,final_reads,maximum_iterations,initial_parameter_count,result,reads,probability,surrogate_qubo_energy,exact_repaired_qubo_energy,match,matched_ip_obj,flow_bits,repaired_aux_bits,repaired_full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
VQE_reduced_surrogate,73001,128,512,25,152,135,1,0.001953125,627.2248437499916,613.8659999999999,not_in_gurobi_pool,,0110010101001001010,00000000011110110,011001010100100101000000000011110110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,136,1,0.001953125,629.0118437500016,615.653,not_in_gurobi_pool,,1110101010100001011,00000000000100110,111010101010000101100000000000100110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,125,1,0.001953125,597.7236187500009,616.426,not_in_gurobi_pool,,1110000110111010010,00100000010100101,111000011011101001000100000010100101,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,137,1,0.001953125,630.088943750003,616.7301,not_in_gurobi_pool,,0100000100011100110,00110001011000011,010000010001110011000110001011000011,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,131,1,0.001953125,619.4413687499989,616.7695999999999,not_in_gurobi_pool,,1101001010000000100,00000101100000000,110100101000000010000000101100000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,138,1,0.001953125,630.1899437499967,616.8310999999999,not_in_gurobi_pool,,0100000100011010110,00110001011000101,010000010001101011000110001011000101,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,132,1,0.001953125,619.5177687500068,616.8459999999998,not_in_gurobi_pool,,0110101100101000100,00000000000100000,011010110010100010000000000000100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,134,1,0.001953125,620.1803687500042,617.5086000000001,not_in_gurobi_pool,,1101111110000100100,00000101100100000,110111111000010010000000101100100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,140,1,0.001953125,635.7564437499911,622.3975999999996,not_in_gurobi_pool,,0011001110011011011,00000111000000100,001100111001101101100000111000000100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,128,1,0.001953125,614.8327937500023,622.8480999999999,not_in_gurobi_pool,,0100110101111011001,10000000010101000,010011010111101100110000000010101000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,130,1,0.001953125,616.1056937500016,624.1210000000002,not_in_gurobi_pool,,1110111010010001101,00000101010110000,111011101001000110100000101010110000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,141,1,0.001953125,640.2909437500068,626.9320999999995,not_in_gurobi_pool,,0010100011011101010,00100100011000010,001010001101110101000100100011000010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,133,1,0.001953125,619.5417937499826,627.5571000000001,not_in_gurobi_pool,,0010110110111101111,00000000010101010,001011011011110111100000000010101010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,143,1,0.001953125,642.2998437499978,628.941,not_in_gurobi_pool,,1110000111010000111,00100000011100111,111000011101000011100100000011100111,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,157,1,0.001953125,669.0782187499819,645.0322999999997,not_in_gurobi_pool,,0110010100000100000,10010000011110000,011001010000010000010010000011110000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,164,1,0.001953125,681.9382937499965,647.2053,not_in_gurobi_pool,,0110110000000110010,00010000011110001,011011000000011001000010000011110001,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,146,1,0.001953125,650.3116687500028,647.6398999999998,not_in_gurobi_pool,,1101010000101110011,00000000000101001,110101000010111001100000000000101001,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,147,1,0.001953125,651.8776687499942,649.2058999999997,not_in_gurobi_pool,,1101010100000010100,00010001010100000,110101010000001010000010001010100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,142,1,0.001953125,641.5799937499896,649.5953000000003,not_in_gurobi_pool,,1110001000000101011,00010101010100010,111000100000010101100010101010100010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,153,1,0.001953125,664.9163437500042,651.5575000000001,not_in_gurobi_pool,,1000110100000101111,01010101011000010,100011010000010111101010101011000010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,154,1,0.001953125,665.3542437499987,651.9953999999998,not_in_gurobi_pool,,0100000100011110000,10110001011000000,010000010001111000010110001011000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,149,1,0.001953125,655.248168749988,652.5763999999999,not_in_gurobi_pool,,0100000000001000110,00110001011000111,010000000000100011000110001011000111,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,165,1,0.001953125,688.101293750002,653.3683,not_in_gurobi_pool,,0110110100010110011,00010000011110001,011011010001011001100010000011110001,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,156,1,0.001953125,667.1277437500005,653.7688999999998,not_in_gurobi_pool,,1101001100010001000,10010101100000000,110100110001000100010010101100000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,145,1,0.001953125,649.8276937500004,657.8429999999998,not_in_gurobi_pool,,1001110000011101110,00010101010000010,100111000001110111000010101010000010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,159,1,0.001953125,674.1517437499961,660.7928999999998,not_in_gurobi_pool,,1101100000111110111,00100000000000001,110110000011111011100100000000000001,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,160,1,0.001953125,674.3721437499885,661.0132999999997,not_in_gurobi_pool,,0110010001011010000,10000000011110000,011001000101101000010000000011110000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,139,1,0.001953125,631.7075437500043,661.0969999999998,not_in_gurobi_pool,,0001100111001010000,10100101010000000,000110011100101000010100101010000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,148,1,0.001953125,653.5465937500016,661.5618999999998,not_in_gurobi_pool,,1101010010011010100,00000001010100000,110101001001101010000000001010100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,155,1,0.001953125,665.450168749989,662.7783999999997,not_in_gurobi_pool,,0010000011000001010,00100100011000110,001000001100000101000100100011000110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,161,1,0.001953125,679.084243749993,665.7253999999998,not_in_gurobi_pool,,0100001101100011011,00000001000000100,010000110110001101100000001000000100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,158,1,0.001953125,670.1672687500106,667.4954999999999,not_in_gurobi_pool,,0000111010111001010,01000101000001110,000011101011100101001000101000001110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,150,1,0.001953125,659.5640937499948,667.5793999999999,not_in_gurobi_pool,,1010101010011101101,00000111010000000,101010101001110110100000111010000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,151,1,0.001953125,659.8145937500017,667.8298999999995,not_in_gurobi_pool,,0011111001011001010,00000111000100110,001111100101100101000000111000100110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,144,1,0.001953125,649.3020187500003,668.0043999999998,not_in_gurobi_pool,,0100111001010110011,00000101110100001,010011100101011001100000101110100001,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,152,1,0.001953125,661.1460937499887,669.1614000000001,not_in_gurobi_pool,,0100111100110011111,00000001000101100,010011110011001111100000001000101100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,170,1,0.001953125,706.1119937500112,671.3789999999999,not_in_gurobi_pool,,0001111011010000000,10001111100000000,000111101101000000010001111100000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,166,1,0.001953125,690.2399687499885,687.5681999999998,not_in_gurobi_pool,,1101010000000011010,00010001010100100,110101000000001101000010001010100100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,173,1,0.001953125,708.8860437500007,695.5272,not_in_gurobi_pool,,0101111100001011010,00010101100100100,010111110000101101000010101100100100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,174,1,0.001953125,710.7171437500062,697.3582999999996,not_in_gurobi_pool,,1001111110000011001,10000111100000000,100111111000001100110000111100000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,162,1,0.001953125,680.4582187499971,699.1605999999998,not_in_gurobi_pool,,0110010100110001010,00000000010111110,011001010011000101000000000010111110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,180,1,0.001953125,725.6942187500149,701.6483000000001,not_in_gurobi_pool,,0001111000000001110,00010111100000110,000111100000000111000010111100000110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,181,1,0.001953125,727.1331187500057,703.0871999999999,not_in_gurobi_pool,,1011001100011010100,00010111000000000,101100110001101010000010111000000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,169,1,0.001953125,705.9453687499765,703.2735999999998,not_in_gurobi_pool,,1110000001110000000,10101000010100000,111000000111000000010101000010100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,168,1,0.001953125,696.9223937499992,704.9376999999997,not_in_gurobi_pool,,1010110110010110100,00000100011100000,101011011001011010000000100011100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,177,1,0.001953125,718.8370437499941,705.4781999999999,not_in_gurobi_pool,,1011110101111011001,10000000000101000,101111010111101100110000000000101000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,178,1,0.001953125,718.9550437500068,705.5962000000001,not_in_gurobi_pool,,1101101101100011011,00000001000000100,110110110110001101100000001000000100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,172,1,0.001953125,708.7244687499999,706.0526999999998,not_in_gurobi_pool,,0100100010110101011,00100000010000010,010010001011010101100100000010000010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,163,1,0.001953125,680.4958437499934,709.8852999999997,not_in_gurobi_pool,,0001000110010011111,00100101010000100,000100011001001111100100101010000100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,176,1,0.001953125,715.2714687499888,712.5996999999998,not_in_gurobi_pool,,1100001111000100100,00000101110000000,110000111100010010000000101110000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,167,1,0.001953125,695.2083187499961,713.9107000000001,not_in_gurobi_pool,,0100111010010001110,00000101110100110,010011101001000111000000101110100110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,182,1,0.001953125,729.0885437500003,715.7296999999999,not_in_gurobi_pool,,1010001111110000011,00001100000000111,101000111111000001100001100000000111,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,171,1,0.001953125,708.5543937500038,716.5696999999999,not_in_gurobi_pool,,1010101111110010010,00000100000000101,101010111111001001000000100000000101,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,188,1,0.001953125,742.8807187499992,718.8348000000001,not_in_gurobi_pool,,1000011111011010100,01000111110000000,100001111101101010001000111110000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,179,1,0.001953125,719.1685187499984,737.8708999999997,not_in_gurobi_pool,,1110000000100100100,00100000010100000,111000000010010010000100000010100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,186,1,0.001953125,740.7557687500068,738.0839999999998,not_in_gurobi_pool,,0010100100001000110,00110100011000111,001010010000100011000110100011000111,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,190,1,0.001953125,752.1809437500044,738.8220999999999,not_in_gurobi_pool,,0000110000001011101,01010101011000000,000011000000101110101010101011000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,183,1,0.001953125,731.2286937500057,739.2440000000003,not_in_gurobi_pool,,1100111100101111011,00000001000101000,110011110010111101100000001000101000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,175,1,0.001953125,712.2515437499844,741.6409999999998,not_in_gurobi_pool,,0100011010001100001,10000101110100000,010001101000110000110000101110100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,184,1,0.001953125,734.8966937499883,742.912,not_in_gurobi_pool,,0100001010001101001,10000101110000000,010000101000110100110000101110000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,191,1,0.001953125,759.4477437499961,746.0888999999999,not_in_gurobi_pool,,1110101001101001001,10000000000100000,111010100110100100110000000000100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,189,1,0.001953125,751.0588687499944,748.3870999999999,not_in_gurobi_pool,,1000111001001000100,01000111110000000,100011100100100010001000111110000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,187,1,0.001953125,741.6057937499925,749.6210999999998,not_in_gurobi_pool,,1000000111001000100,01100101011000000,100000011100100010001100101011000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,193,1,0.001953125,765.2403437500043,751.8815,not_in_gurobi_pool,,1101101101001101111,00000101100000010,110110110100110111100000101100000010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,185,1,0.001953125,735.8186187499925,754.521,not_in_gurobi_pool,,1100111011010100000,10000101110100000,110011101101010000010000101110100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,192,1,0.001953125,760.7977687499992,758.126,not_in_gurobi_pool,,0010111011010000010,00001111010100111,001011101101000001000001111010100111,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,197,1,0.001953125,785.6794187499968,761.6334999999997,not_in_gurobi_pool,,1101101011010100100,00000101100000000,110110101101010010000000101100000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,212,1,0.001953125,822.2991937499705,787.5661999999996,not_in_gurobi_pool,,1110001001100000000,10001000000100000,111000100110000000010001000000100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,202,1,0.001953125,801.5996437500112,788.2407999999997,not_in_gurobi_pool,,1101110010110110011,00000000000101001,110111001011011001100000000000101001,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,194,1,0.001953125,770.0908187500008,788.7932000000002,not_in_gurobi_pool,,0110101101001110000,10000101010100000,011010110100111000010000101010100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,203,1,0.001953125,804.4776437499916,791.1188,not_in_gurobi_pool,,1101101010011111011,00000101100000000,110110101001111101100000101100000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,205,1,0.001953125,805.110143749987,791.7513000000001,not_in_gurobi_pool,,0100000011000101011,00100001011000010,010000001100010101100100001011000010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,195,1,0.001953125,773.5338187500063,792.2361999999996,not_in_gurobi_pool,,1110000010111000100,00100000010100000,111000001011100010000100000010100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,200,1,0.001953125,797.285668749998,794.6138999999998,not_in_gurobi_pool,,1001001101011111010,00000111100000000,100100110101111101000000111100000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,201,1,0.001953125,797.3871687500009,794.7153999999998,not_in_gurobi_pool,,0000101110110110001,11000101000000000,000010111011011000111000101000000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,199,1,0.001953125,791.9988937500102,800.0141999999998,not_in_gurobi_pool,,1110001111010011011,00000101010100100,111000111101001101100000101010100100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,196,1,0.001953125,781.5669187499964,800.2692999999999,not_in_gurobi_pool,,0100111011010100000,10000101110100000,010011101101010000010000101110100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,204,1,0.001953125,804.6786687499985,802.0068999999996,not_in_gurobi_pool,,1001010111111000100,00000000000001000,100101011111100010000000000000001000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,208,1,0.001953125,816.2516437499951,802.8927999999999,not_in_gurobi_pool,,0011101110110001110,00000100000000110,001110111011000111000000100000000110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,198,1,0.001953125,787.8578187500023,806.5601999999999,not_in_gurobi_pool,,0110101011011000100,00000101010100000,011010101101100010000000101010100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,210,1,0.001953125,820.4456437500037,807.0867999999998,not_in_gurobi_pool,,1101111111011011111,00000101100100100,110111111101101111100000101100100100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,224,1,0.001953125,850.8910187500028,826.8450999999998,not_in_gurobi_pool,,1011001100010101010,00010111000000010,101100110001010101000010111000000010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,211,1,0.001953125,821.5292937500044,829.5445999999998,not_in_gurobi_pool,,1010010010111110001,10000000010101000,101001001011111000110000000010101000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,225,1,0.001953125,854.4436187499973,830.3976999999996,not_in_gurobi_pool,,0000110101100011001,11000000010001000,000011010110001100111000000010001000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,206,1,0.001953125,811.7391187500002,830.4414999999998,not_in_gurobi_pool,,1110011010011010000,10000101010110000,111001101001101000010000101010110000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,213,1,0.001953125,825.7402937499896,833.7556,not_in_gurobi_pool,,1010101110010111011,00000111010000000,101010111001011101100000111010000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,207,1,0.001953125,815.1706187499994,833.8729999999998,not_in_gurobi_pool,,1111101000111000100,00000000000100000,111110100011100010000000000000100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,214,1,0.001953125,826.0492937500028,834.0645999999999,not_in_gurobi_pool,,0100110101001011100,00000001011100000,010011010100101110000000001011100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,215,1,0.001953125,826.7396937500052,834.7549999999998,not_in_gurobi_pool,,0111110110010000100,00000000010110000,011111011001000010000000000010110000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,223,1,0.001953125,848.54534374998,835.1864999999998,not_in_gurobi_pool,,1110000011000000100,00100000011100000,111000001100000010000100000011100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,219,1,0.001953125,837.9408687499961,835.2690999999998,not_in_gurobi_pool,,1101100111001000100,00100001010000000,110110011100100010000100001010000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,216,1,0.001953125,828.0082937499992,836.0236,not_in_gurobi_pool,,1100001101000011101,00000101110000000,110000110100001110100000101110000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,217,1,0.001953125,828.1562937500055,836.1715999999999,not_in_gurobi_pool,,0100110010010110100,00000001011100000,010011001001011010000000001011100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,229,1,0.001953125,860.3950187500122,836.3490999999997,not_in_gurobi_pool,,1011000010110001100,00100000000000000,101100001011000110000100000000000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,209,1,0.001953125,820.083618749992,838.7859999999998,not_in_gurobi_pool,,1111101010011100111,00000101000100011,111110101001110011100000101000100011,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,221,1,0.001953125,842.899868750002,840.2281,not_in_gurobi_pool,,1101111111001000100,00000101100100000,110111111100100010000000101100100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,232,1,0.001953125,867.5684187500076,843.5225,not_in_gurobi_pool,,1110000111011010110,00100000011100101,111000011101101011000100000011100101,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,227,1,0.001953125,857.1875437500021,843.8286999999998,not_in_gurobi_pool,,0000101111010110000,11000111110000000,000010111101011000011000111110000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,222,1,0.001953125,847.4468687500123,844.7750999999998,not_in_gurobi_pool,,1101010111011101111,00000001010100010,110101011101110111100000001010100010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,220,1,0.001953125,838.5042937499964,846.5195999999999,not_in_gurobi_pool,,0100001101010011110,00000101110000100,010000110101001111000000101110000100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,218,1,0.001953125,830.5662187499911,849.2685999999997,not_in_gurobi_pool,,0100011011010000100,00000101110100000,010001101101000010000000101110100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,228,1,0.001953125,857.4191937500048,865.4344999999998,not_in_gurobi_pool,,1001110000010111011,00010101010000000,100111000001011101100010101010000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,230,1,0.001953125,861.0794937500079,869.0948000000001,not_in_gurobi_pool,,1110101100000011101,00010101010100000,111010110000001110100010101010100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,247,1,0.001953125,893.2233187500021,869.1773999999996,not_in_gurobi_pool,,1101101100001011101,00010101100000000,110110110000101110100010101100000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,235,1,0.001953125,872.1085687499803,869.4367999999997,not_in_gurobi_pool,,1110000001101000011,00101000010100111,111000000110100001100101000010100111,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,238,1,0.001953125,874.3281687499916,871.6564,not_in_gurobi_pool,,1101100110011111010,00100001010000000,110110011001111101000100001010000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,239,1,0.001953125,875.9606687499993,873.2888999999998,not_in_gurobi_pool,,0100100010001011101,00100001011000000,010010001000101110100100001011000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,244,1,0.001953125,887.5272437500066,874.1683999999997,not_in_gurobi_pool,,1101110010110101010,00000000000101010,110111001011010101000000000000101010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,240,1,0.001953125,876.8455687500025,874.1737999999999,not_in_gurobi_pool,,1110110110100001110,00000000010111110,111011011010000111000000000010111110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,226,1,0.001953125,857.1129187499932,875.8152999999998,not_in_gurobi_pool,,1111101010011101010,00000101000100010,111110101001110101000000101000100010,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,233,1,0.001953125,868.6059937499954,876.6212999999995,not_in_gurobi_pool,,1111111100111000100,00000000000111000,111111110011100010000000000000111000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,234,1,0.001953125,871.3996937499983,879.4149999999997,not_in_gurobi_pool,,1000000001010110100,01100101011000000,100000000101011010001100101011000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,251,1,0.001953125,904.0107187499973,879.9647999999996,not_in_gurobi_pool,,1110111001110100001,10000000000111000,111011100111010000110000000000111000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,248,1,0.001953125,893.7202437500132,880.3613999999997,not_in_gurobi_pool,,0011101110100100100,00000100000000000,001110111010010010000000100000000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,242,1,0.001953125,884.3777687500065,881.7059999999997,not_in_gurobi_pool,,0000100111001010100,01100101011000000,000010011100101010001100101011000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,249,1,0.001953125,895.0648437499935,881.7059999999997,not_in_gurobi_pool,,0000010011001010100,01000101011000000,000001001100101010001000101011000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,237,1,0.001953125,874.2441937499975,882.2594999999997,not_in_gurobi_pool,,0001010011000001100,00000101010000000,000101001100000110000000101010000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,243,1,0.001953125,885.9996687500002,883.3278999999998,not_in_gurobi_pool,,1100000101111011100,00100000010000000,110000010111101110000100000010000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,231,1,0.001953125,866.2724187500075,884.9748,not_in_gurobi_pool,,1110101001010011101,00000101010100000,111010100101001110100000101010100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,241,1,0.001953125,877.4524937500114,885.4678,not_in_gurobi_pool,,1110011001011001111,00000101010110110,111001100101100111100000101010110110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,246,1,0.001953125,891.3086687500015,888.6369,not_in_gurobi_pool,,0100110111010110100,00000001011100000,010011011101011010000000001011100000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,236,1,0.001953125,873.8805187500077,892.5828999999997,not_in_gurobi_pool,,0100010111111010111,00000000010101101,010001011111101011100000000010101101,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,254,1,0.001953125,908.320468749997,905.6486999999997,not_in_gurobi_pool,,1011000110000110000,10100100010000000,101100011000011000010100100010000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,259,1,0.001953125,919.6710437499976,906.3121999999996,not_in_gurobi_pool,,1100000100000110100,00110001011000000,110000010000011010000110001011000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,245,1,0.001953125,888.8767187499909,907.5790999999999,not_in_gurobi_pool,,0110000000100011010,00100000010100100,011000000010001101000100000010100100,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,257,1,0.001953125,913.9429687499967,911.2711999999999,not_in_gurobi_pool,,1100001100000110100,00010101110000000,110000110000011010000010101110000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,258,1,0.001953125,915.7199687500081,913.0481999999997,not_in_gurobi_pool,,1010000010000011100,00100100011000000,101000001000001110000100100011000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,252,1,0.001953125,905.062893749996,913.0781999999999,not_in_gurobi_pool,,1100101010000111011,00000101110000000,110010101000011101100000101110000000,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,263,1,0.001953125,927.1815437500084,913.8226999999997,not_in_gurobi_pool,,0011000100100001110,00100000000000110,001100010010000111000100000000000110,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,253,1,0.001953125,905.9818937500022,913.9971999999996,not_in_gurobi_pool,,0100000100101110110,00100000010000001,010000010010111011000100000010000001,true,single,36,1.0e-10,64
VQE_reduced_surrogate,73001,128,512,25,152,275,1,0.001953125,952.0120937500028,917.2791000000001,not_in_gurobi_pool,,0110110000011101110,00010000011110010,011011000001110111000010000011110010,true,single,36,1.0e-10,64
