p,sigma,trial,seed,number_of_reads,maximum_iterations,initial_parameters,base_fixed_angle_parameters,qiskit_parameter_names,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],11,1,0.0078125,535.5254999999999,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111010000000,101010110100001010000000111010000000,407.28059999999994,128.24490000000003,5,,1010101101000010100,101010110100001010000000100111100000,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],12,1,0.0078125,565.3017999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10101000010000000,110000011010000000110101000010000000,437.0568999999997,128.24490000000003,3,,1100000110100000001,110000011010000000110100000000010000,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],13,1,0.0078125,569.9003999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00001101010000111,000101000100100001100001101010000111,398.90719999999976,170.9932,4,,0001010001001000011,000101000100100001100101101011010011,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],14,1,0.0078125,572.5067999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001011100000,110011011100101000110000001011100000,444.26189999999974,128.24490000000003,3,,1100110111001010001,110011011100101000110100101010100000,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],15,1,0.0078125,574.6378999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11001101011000000,000011011100000000011001101011000000,360.89639999999974,213.74149999999997,7,,0000110111000000000,000011011100000000001000011010001100,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],16,1,0.0078125,604.6691999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11101101011000000,100000011000100000111101101011000000,348.1793999999997,256.4898,6,,1000000110001000001,100000011000100000100110101111000100,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],17,1,0.0078125,605.4661999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01010101011000000,100011000000000010101010101011000000,177.98319999999978,427.48299999999995,12,,1000110000000000101,100011000000000010100101011110011101,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],18,1,0.0078125,605.5349999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010000011110000,111011010000100010100010000011110000,391.79349999999977,213.74149999999986,5,,1110110100001000101,111011010000100010100010000010011110,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],19,1,0.0078125,622.7490999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100011100111,101011011100000011100000100011100111,451.7558999999996,170.99320000000017,6,,1010110111000000111,101011011100000011100000011011111101,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],20,1,0.0078125,643.8573999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010001011100110,110011010000000101000010001011100110,173.62609999999972,470.2312999999999,9,,1100110100000001010,110011010000000101011100111010101100,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],21,1,0.0078125,650.7593999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010001011100010,110011000001010101100010001011100010,394.2695999999997,256.4898000000001,6,,1100110000010101011,110011000001010101110000011101101010,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],22,1,0.0078125,664.6304999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01001101011000111,100011011101100001001001101011000111,408.14069999999964,256.4897999999999,6,,1000110111011000010,100011011101100001000000001010101111,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],23,1,0.0078125,688.7265999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00101000010100111,111010010010000001100101000010100111,389.48849999999976,299.2381,3,,1110100100100000011,111010010010000001100101101010000111,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],24,1,0.0078125,690.9916999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00110001011000000,110010010000000010100110001011000000,220.76039999999978,470.2312999999999,9,,1100100100000000101,110010010000000010110001001110001101,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],25,1,0.0078125,701.5412999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101010000000,100111010100010010000000101010000000,359.55489999999975,341.9864,8,,1001110101000100100,100111010100010010010010011100010100,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],26,1,0.0078125,704.1542999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000001000,100111010110100010100000000000001000,490.4127999999997,213.74149999999997,5,,1001110101101000101,100111010110100010100100100101011000,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],27,1,0.0078125,706.2837999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101011000110,000011010100000111101000101011000110,321.5490999999999,384.7346999999998,9,,0000110101000001111,000011010100000111100001011001101011,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],28,1,0.0078125,780.9148999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00110101010000111,000110010000100011100110101010000111,609.9216999999999,170.9931999999999,6,,0001100100001000111,000110010000100011100010001001000100,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],29,1,0.0078125,783.9853999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101011000111,100011011000100011101000101011000111,484.7472999999999,299.2380999999998,9,,1000110110001000111,100011011000100011100000000110011001,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],30,1,0.0078125,797.3283999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000111110000000,100000111100000010101000111110000000,498.0902999999999,299.2381,7,,1000001111000000101,100000111100000010110100100100000001,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],31,1,0.0078125,830.2576999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101011000111,100011010100000011001000101011000111,488.2712999999999,341.9863999999998,10,,1000110101000000110,100011010100000011000100010100000100,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],32,1,0.0078125,830.8906999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000000010001110,000011010110100101101000000010001110,360.65939999999966,470.2312999999999,9,,0000110101101001011,000011010110100101110100101110011101,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],33,1,0.0078125,831.4706999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01100101011000010,100010011100010101101100101011000010,788.7223999999999,42.74829999999997,1,,1000100111000101011,100010011100010101101100001011000010,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],34,1,0.0078125,838.2401999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101010000000,000101011100000010100000101010000000,453.50549999999976,384.7347,7,,0001010111000000101,000101011100000010111010000010100100,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],35,1,0.0078125,864.0058999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010100011100000,101011000000110110100010100011100000,693.0126999999998,170.9932,4,,1010110000001101101,101011000000110110100110100001111000,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],36,1,0.0078125,870.8759999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11001101011000000,100001011100100000111001101011000000,486.1412999999997,384.7346999999999,7,,1000010111001000001,100001011100100000110100101000011000,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],37,1,0.0078125,875.8349999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11001111110000000,100011111100000000111001111110000000,533.8485999999998,341.9864,6,,1000111111000000001,100011111100000000101001110000000110,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],38,1,0.0078125,908.0761999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010001011100010,110011010000110111100010001011100010,566.0897999999999,341.9863999999998,8,,1100110100001101111,110011010000110111100000100100101011,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],39,1,0.0078125,913.7866999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001100010100000,101111011100100000010001100010100000,529.0519999999997,384.7347,9,,1011110111001000000,101111011100100000011000011011101110,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],40,1,0.0078125,921.9871999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100011000111,101010011100100011100100100011000111,750.9939999999998,170.9931999999999,6,,1010100111001000111,101010011100100011100100010110100110,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],41,1,0.0078125,951.8058999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001101000110000,111111111000000000110001101000110000,738.0643999999995,213.74149999999986,7,,1111111110000000001,111111111000000000110000010000111011,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],42,1,0.0078125,957.2414999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001011100000,110011011100101000010000001011100000,444.26189999999974,512.9795999999999,8,,1100110111001010000,110011011100101000010001100000110011,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],43,1,0.0078125,963.4313999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000011100000,111000011100000010100100000011100000,664.1932999999997,299.23810000000003,5,,1110000111000000101,111000011100000010100101000000000001,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],44,1,0.0078125,990.3921999999994,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010000010110000,111111000000000010000010000010110000,691.1540999999996,299.2380999999999,7,,1111110000000000100,111111000000000010000111100111111010,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],45,1,0.0078125,999.3712999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00001101100000111,110110110100100001100001101100000111,358.14679999999976,641.2245,9,,1101101101001000011,110110110100100001100010100001111110,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],46,1,0.0078125,1016.5057999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000010101000,101011011111101010000000000010101000,845.5125999999997,170.99319999999977,4,,1010110111111010100,101011011111101010011000000000111000,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],47,1,0.0078125,1048.9375999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000111,110110101010000011100000001000000111,792.4477999999997,256.48980000000006,6,,1101101010100000111,110110101010000011110000010100010110,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],48,1,0.0078125,1050.2210999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001011100111,110001011100100011000000001011100111,879.2278999999996,170.99320000000012,4,,1100010111001000110,110001011100100011000001001111111111,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],49,1,0.0078125,1056.3830999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10001100000000000,101010111111000000010001100000000000,628.9000999999998,427.48299999999995,6,,1010101111110000000,101010111111000000011011000110010000,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],50,1,0.0078125,1087.3838999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100010000110,101110011100100101000100100010000110,659.9008999999996,427.48299999999995,6,,1011100111001001010,101110011100100101001010000010100111,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],51,1,0.0078125,1092.4763999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100001011000000,110010011100001010100100001011000000,622.2450999999998,470.2312999999998,9,,1100100111000010101,110010011100001010100001010110000111,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],52,1,0.0078125,1093.0629999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101010000111,100101011100100011100000101010000111,708.3282999999998,384.73469999999986,7,,1001010111001000111,100101011100100011100110011011110111,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],53,1,0.0078125,1130.8097999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01100101011000100,100000001100101101001100101011000100,788.8233999999998,341.9863999999998,6,,1000000011001011010,100000001100101101000000101001100010,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],54,1,0.0078125,1140.7082999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111100000000,100110111100100110100000111100000000,670.4769999999999,470.2312999999999,7,,1001101111001001101,100110111100100110100100010100100111,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],55,1,0.0078125,1178.4370999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01100101011000111,100010011100000011001100101011000111,879.1989999999998,299.2380999999998,5,,1000100111000000110,100010011100000011000101101001001011,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],56,1,0.0078125,1178.9045999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111100000001,100111110100111011100000111100000001,708.6732999999997,470.23130000000015,5,,1001111101001110111,100111110100111011100101011000000101,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],57,1,0.0078125,1183.1784999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100010100001,001111011100111011100000100010100001,1054.9335999999996,128.24489999999992,5,,0011110111001110111,001111011100111011100000010010111101,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],58,1,0.0078125,1218.5383999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000111110000100,100011111000001111101000111110000100,791.0553999999997,427.4829999999997,6,,1000111110000011111,100011111000001111100001110111011100,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],59,1,0.0078125,1221.2252999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100011100111,101011001100100011100000100011100111,793.7422999999997,427.48299999999995,8,,1010110011001000111,101011001100100011111010010110100011,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],60,1,0.0078125,1222.4563999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101011000110,100011011100100111101000101011000110,666.7284999999997,555.7278999999999,9,,1000110111001001111,100011011100100111110100001000001101,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],61,1,0.0078125,1262.7919999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000010110000,111111011100000010000000000010110000,920.8055999999996,341.9863999999999,6,,1111110111000000100,111111011100000010000010011010110111,true,single,36,1.0e-10,64
2,0.05,1,42051,128,10,0.513542766581;0.270728396864;-0.541957561217;-0.888187146476,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],62,1,0.0078125,1265.5126999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101011000001,100011011100111011101000101011000001,880.7779999999997,384.7347000000001,7,,1000110111001110111,100011011100111011111010011101000011,true,single,36,1.0e-10,64
