p,sigma,trial,seed,number_of_reads,maximum_iterations,initial_parameters,base_fixed_angle_parameters,qiskit_parameter_names,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],17,1,0.0078125,913.5756999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100010000010,101110011001110101000100100010000010,486.09269999999975,427.483,10,,1011100110011101010,101110011001110101000011011101000000,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],18,1,0.0078125,914.4691999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010101110100110,010001110001100101100010101110100110,444.2378999999996,470.23130000000015,9,,0100011100011001011,010001110001100101100111100000010011,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],19,1,0.0078125,952.8844999999999,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10010101110100000,110001110001000100010010101110100000,610.8980999999999,341.9863999999999,10,,1100011100010001000,110001110001000100011101001101011000,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],20,1,0.0078125,956.6849999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100010100010,001101010100110101100000100010100010,657.4468999999997,299.23810000000003,11,,0011010101001101011,001101010100110101110110000101010111,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],21,1,0.0078125,957.9564999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100011000000,001010001000100110100100100011000000,530.4734999999998,427.48299999999983,8,,0010100010001001101,001010001000100110101000010111110001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],22,1,0.0078125,958.7444999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000101,001000010110001001100100000010000101,488.51319999999976,470.2312999999998,9,,0010000101100010011,001000010110001001101101110101010001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],23,1,0.0078125,962.7954999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000101000,110011110011101010000000001000101000,407.06759999999986,555.7278999999999,9,,1100111100111010100,110011110011101010000011110010000100,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],24,1,0.0078125,992.7567999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010100011100010,101001000001010101000010100011100010,565.2737999999998,427.48299999999983,6,,1010010000010101010,101001000001010101010111101111101010,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],25,1,0.0078125,995.9092999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100010000010,001110001000010101100100100010000010,696.6711999999998,299.23810000000003,7,,0011100010000101011,001110001000010101110000001011000001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],26,1,0.0078125,996.6872999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101100100101,110101111000101001000000101100100101,697.4491999999995,299.23810000000026,7,,1101011110001010010,110101111000101001011000101100011000,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],27,1,0.0078125,997.8086999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000011110101,111001001001101001000000000011110101,484.8290999999995,512.9796000000001,8,,1110010010011010010,111001001001101001011000100100111001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],28,1,0.0078125,998.6412999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100010100001,101101011001011001000000100010100001,699.4031999999996,299.23810000000003,5,,1011010110010110010,101101011001011001000001111000000001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],29,1,0.0078125,1000.0822999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001010100000,110101010101101000110000001010100000,444.35439999999966,555.7278999999999,13,,1101010101011010001,110101010101101000101111011101011010,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],30,1,0.0078125,1002.0067999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001000101000,110011110110010000010000001000101000,574.5237999999997,427.48299999999995,10,,1100111101100100000,110011110110010000000111100100011010,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],31,1,0.0078125,1003.0932999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100100010000000,001110000101001000010100100010000000,618.3585999999997,384.73469999999986,7,,0011100001010010000,001110000101001000010000011110001100,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],32,1,0.0078125,1011.3847999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101110100000,010011111001001010000000101110100000,455.65689999999984,555.7278999999999,11,,0100111110010010100,010011111001001010001110000011010101,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],33,1,0.0078125,1014.1117999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101110000000,010000101101101000010000101110000000,629.3770999999999,384.73469999999986,7,,0100001011011010000,010000101101101000000111111100100000,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],34,1,0.0078125,1036.2830999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100000010000000,101000011010110000010100000010000000,566.0517999999997,470.2312999999999,9,,1010000110101100000,101000011010110000000011010000001011,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],35,1,0.0078125,1039.3045999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010101100100011,110101110001110001000010101100100011,697.3181999999996,341.9864000000001,10,,1101011100011100010,110101110001110001010001010000010001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],36,1,0.0078125,1040.4850999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010100011100111,101001010001100011000010100011100111,570.2537999999997,470.2312999999999,9,,1010010100011000110,101001010001100011011111000010101001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],37,1,0.0078125,1046.3075999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100010000000,101110011001101010100100100010000000,447.83139999999975,598.4761999999998,12,,1011100110011010101,101110011001101010110011111001011101,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],38,1,0.0078125,1047.3030999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000011,101010010111110001000100000010000011,363.3302999999997,683.9728,10,,1010100101111100010,101010010111110001011000011100000100,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],39,1,0.0078125,1047.6671,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101110000000,110010100101101000010000101110000000,278.1977,769.4694,12,,1100101001011010000,110010100101101000001011110010101111,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],40,1,0.0078125,1087.5033999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001000101000,110001110110010000110000001000101000,745.5169999999997,341.9863999999999,6,,1100011101100100001,110001110110010000110101101001001010,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],41,1,0.0078125,1091.0703999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000000,110000101010101010100000001000000000,834.5805999999997,256.48979999999995,6,,1100001010101010101,110000101010101010101100000010100100,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],42,1,0.0078125,1129.7592,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000000000011,001110000110010001100100000000000011,787.7727999999997,341.9863999999998,6,,0011100001100100011,001110000110010001110001101001000011,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],43,1,0.0078125,1136.5601999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100010000011,101110000101010011000100100010000011,623.5805999999998,512.9795999999997,8,,1011100001010100110,101110000101010011001011000110010111,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],44,1,0.0078125,1139.7521999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101100000000,010100101001001010100000101100000000,755.0174999999997,384.73469999999975,5,,0101001010010010101,010100101001001010101010100101001000,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],45,1,0.0078125,1166.4414999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00110100010000001,001110010001111001000110100010000001,696.2101999999996,470.2312999999998,9,,0011100100011110010,001110010001111001010011101001110011,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],46,1,0.0078125,1175.0499999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000101010,010001110011010101000000001000101010,747.5669999999996,427.48299999999995,8,,0100011100110101010,010001110011010101011011011010100011,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],47,1,0.0078125,1175.6039999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000101010,110001110110010101100000001000101010,833.6175999999997,341.9864000000001,6,,1100011101100101011,110001110110010101100100001110110000,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],48,1,0.0078125,1177.5524999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100010000000,001110011001101010000100100010000000,664.5728999999998,512.9796,8,,0011100110011010100,001110011001101010001000110000110101,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],49,1,0.0078125,1182.7299999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000101000,110011111011101010100000001000101000,456.0088999999998,726.7210999999998,11,,1100111110111010101,110011111011101010110111010110100011,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],50,1,0.0078125,1207.1477999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100010100000,001101011000001000110000100010100000,651.4198999999998,555.7279,7,,0011010110000010001,001101011000001000111000001111101010,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],51,1,0.0078125,1217.1822999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000101,110000100110001001000000001000000101,661.4543999999996,555.7278999999999,9,,1100001001100010010,110000100110001001001011001111001011,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],52,1,0.0078125,1220.6312999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100011100000,101001001100110010100000100011100000,835.8965999999997,384.73469999999986,7,,1010010011001100101,101001001100110010100111010011000001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],53,1,0.0078125,1223.3927999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000000,110110100110100110100000001000000000,924.1546999999996,299.23810000000003,5,,1101101001101001101,110110100110100110110000011001001010,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],54,1,0.0078125,1225.6802999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101110000000,110000101100001010100000101110000000,798.1972999999997,427.48299999999983,6,,1100001011000010101,110000101100001010111001100010010000,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],55,1,0.0078125,1264.7255999999998,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100011000001,101010011101011001100100100011000001,580.7527999999998,683.9727999999998,8,,1010100111010110011,101010011101011001100111110100101001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],56,1,0.0078125,1265.7650999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100001010000000,010100001101001000110100001010000000,923.7786999999996,341.9864,8,,0101000011010010001,010100001101001000110100101101011101,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],57,1,0.0078125,1267.2335999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000000,101010000111100110100100000010000000,540.5124999999997,726.7210999999999,11,,1010100001111001101,101010000111100110110011010001111001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],58,1,0.0078125,1268.2790999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100010000010,001110001101110101000100100010000010,840.7960999999997,427.48300000000006,8,,0011100011011101010,001110001101110101001100111101000001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],59,1,0.0078125,1294.7513999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001000000000,010100110010101000010000001000000000,696.2751999999997,598.4761999999997,8,,0101001100101010000,010100110010101000011011111000100110,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],60,1,0.0078125,1302.5388999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100011000010,101010000100010111100100100011000010,704.0626999999997,598.4761999999998,8,,1010100001000101111,101010000100010111100001110111011001,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],61,1,0.0078125,1303.8828999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000101,110000000111001001100100000010000101,448.91689999999977,854.9659999999999,14,,1100000001110010011,110000000111001001111011011000111010,true,single,36,1.0e-10,64
2,0.2,1,42201,128,10,0.577335954624;0.330039745889;-0.051763488314;-1.01771563608,0.555;0.293;-0.488;-0.898,β[0];β[1];γ[0];γ[1],62,1,0.0078125,1307.6328999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000001,001010000111111001100100000010000001,538.1634999999997,769.4694,8,,0010100001111110011,001010000111111001100111101100001101,true,single,36,1.0e-10,64
