algorithm,mode,fake_backend,repeat,transpile_seed,simulator_seed,flow_bits,reads,probability,surrogate_qubo_energy,top50_rank,exact_repaired_qubo_energy,match,matched_ip_obj,repaired_aux_bits,repaired_full_bits
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,0110101101111000000,1,0.000244140625,532.2240937499955,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,0000110011111000000,1,0.000244140625,950.1852187500074,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1110110111111000000,1,0.000244140625,840.3832687500044,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1000001111111000000,1,0.000244140625,759.7768687500031,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1110001111111000000,1,0.000244140625,952.21301875,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1001001111111000000,1,0.000244140625,781.2735187500045,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,0000101111111000000,1,0.000244140625,720.0285687500093,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1100101111111000000,1,0.000244140625,642.247943749999,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1100110100000100000,1,0.000244140625,206.49409374999118,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1100110010000100000,1,0.000244140625,287.4966187499897,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,0100010101000100000,1,0.000244140625,336.7689187499782,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1010110000100100000,1,0.000244140625,316.7278437499956,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1100110001100100000,1,0.000244140625,636.3590187499844,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,0011000111100100000,1,0.000244140625,1393.780768749997,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,0010110110010100000,1,0.000244140625,253.92231875000448,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1010110110010100000,1,0.000244140625,208.17401874999655,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1100110001010100000,1,0.000244140625,297.183618749988,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1101101101010100000,1,0.000244140625,409.13586874999646,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1000010011010100000,1,0.000244140625,623.9599687499865,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,0001000100110100000,1,0.000244140625,390.09589375002315,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,0000111100110100000,1,0.000244140625,394.9323937500146,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1001110000001100000,1,0.000244140625,195.900618750004,,,,,,
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,1,92001,93001,1101100100001100000,1,0.000244140625,473.7934687500019,,,,,,
