algorithm,mode,fake_backend,angle_target,p,final_reads,repeats,transpile_seeds,simulator_seed_start,optimization_level,completed_jobs,elapsed_sec,unique_flows,total_reads,top50_hits,top10_hits,global_hits,gurobi_pool_feasible_hits,top50_hit_rate,top50_hit_rate_wilson95_low,top50_hit_rate_wilson95_high,top50_tts99_sec,top10_hit_rate,top10_hit_rate_wilson95_low,top10_hit_rate_wilson95_high,top10_tts99_sec,global_hit_rate,global_hit_rate_wilson95_low,global_hit_rate_wilson95_high,global_tts99_sec,gurobi_pool_feasible_hit_rate,gurobi_pool_feasible_hit_rate_wilson95_low,gurobi_pool_feasible_hit_rate_wilson95_high,gurobi_pool_feasible_tts99_sec,best_top50_rank,best_top50_exact_repaired_qubo_energy,best_top50_match,best_top50_flow_bits,transpiled_depth_min,transpiled_depth_max,transpiled_cz_min,transpiled_cz_max,manifest_path,backend_metadata_path,raw_counts_path,scored_counts_path
QAOA_reduced_surrogate_JuliQAOA_FakeFez_noisy_simulation,model_based_noisy_simulation,FakeFez,top10,5,4096,3,92001;92002;92003,93001,3,9,9949.690887,11172,36864,516,108,12,447,0.0139973958333,0.0128477794051,0.0152482907155,88.2581629785,0.0029296875,0.00242736076724,0.00353559909484,423.747143353,0.000325520833333,0.000186227968053,0.000568941244981,3817.77282976,0.0121256510417,0.0110581378684,0.0132948327231,102.023197572,1,11.70949999999975,global_optimum,1001110100111100011,1442,1557,1136,1156,job_manifest.json,backend_metadata.json,raw_counts.csv,scored_counts.csv
