algorithm,angle_target,p,seed,result,reads,probability,surrogate_qubo_energy,top50_rank,exact_repaired_qubo_energy,match,matched_ip_obj,flow_bits,repaired_aux_bits,repaired_full_bits
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,1,968,0.003692626953125,-14.838956249999,6,14.550499999999772,gurobi_pool,14.5505,1001110110011100011,00000101010000011,100111011001110001100000101010000011
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,2,1026,0.00391387939453125,-14.737956250001616,9,14.651499999999885,gurobi_pool,14.651499999999999,1001110110011010011,00000101010000101,100111011001101001100000101010000101
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,3,985,0.003757476806640625,-14.306956250002486,12,15.082499999999925,gurobi_pool,15.0825,1001110110011001011,00000101010000110,100111011001100101100000101010000110
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,4,917,0.003498077392578125,-11.31495624998729,22,18.074499999999887,gurobi_pool,18.0745,1001110101011100011,00000101010000011,100111010101110001100000101010000011
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,5,866,0.00330352783203125,-11.213956249992634,25,18.175499999999772,gurobi_pool,18.175500000000003,1001110101011010011,00000101010000101,100111010101101001100000101010000101
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,6,948,0.0036163330078125,-10.782956249990775,28,18.606499999999812,gurobi_pool,18.6065,1001110101011001011,00000101010000110,100111010101100101100000101010000110
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,7,925,0.003528594970703125,-9.920956250002291,31,19.468499999999715,gurobi_pool,19.4685,1001110110010000101,00000101010000000,100111011001000010100000101010000000
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,8,898,0.00342559814453125,-6.396956250000585,36,22.99249999999971,gurobi_pool,22.9925,1001110101010000101,00000101010000000,100111010101000010100000101010000000
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,9,1037,0.003955841064453125,-4.2454812499993295,4,14.456899999999834,gurobi_pool,14.456900000000001,1100110110011100011,00000001011100011,110011011001110001100000001011100011
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,10,941,0.003589630126953125,-4.234481250005729,5,14.467899999999801,gurobi_pool,14.4679,1010110110011100011,00000100011100011,101011011001110001100000100011100011
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,11,949,0.003620147705078125,-4.144481249999217,7,14.557899999999947,gurobi_pool,14.5579,1100110110011010011,00000001011100101,110011011001101001100000001011100101
