algorithm,angle_target,p,seed,optimizer_reads,final_reads,maximum_iterations,solve_time_sec,unique_states,total_reads,top50_hits,top10_hits,global_hits,top50_hit_rate,top50_hit_rate_wilson95_low,top50_hit_rate_wilson95_high,top50_tts95_sec,top10_hit_rate,top10_hit_rate_wilson95_low,top10_hit_rate_wilson95_high,top10_tts95_sec,global_hit_rate,global_hit_rate_wilson95_low,global_hit_rate_wilson95_high,global_tts95_sec,best_top50_rank,best_top50_exact_repaired_qubo_energy,best_top50_match,best_top50_flow_bits,juliqaoa_top50_probability,juliqaoa_top10_probability,juliqaoa_global_probability
QAOA_reduced_surrogate_JuliQAOA_transfer,energy,5,92001,16,262144,0,53.936006713,17009,262144,39661,8964,664,0.151294708252,0.149928089215,0.152671546995,0.00390924120921,0.0341949462891,0.0335060728201,0.0348974713748,0.0179002097474,0.00253295898438,0.00234769599622,0.00273280152537,0.24319595312,1,11.70949999999975,global_optimum,1001110100111100011,0.15068229084189524,0.03402770663198957,0.0026325613174018516
