algorithm,mode,backend,parameter_artifact,p,final_reads,repeats,transpile_seeds,submitted_jobs,elapsed_sec,unique_full_states,unique_flows,total_reads,projected_pool_hits,encoded_pool_hits,encoded_global_hits,top50_hits,top10_hits,global_hits,gurobi_pool_feasible_hits,top50_hit_rate,top50_hit_rate_wilson95_low,top50_hit_rate_wilson95_high,top50_tts99_sec,top10_hit_rate,top10_hit_rate_wilson95_low,top10_hit_rate_wilson95_high,top10_tts99_sec,global_hit_rate,global_hit_rate_wilson95_low,global_hit_rate_wilson95_high,global_tts99_sec,gurobi_pool_feasible_hit_rate,gurobi_pool_feasible_hit_rate_wilson95_low,gurobi_pool_feasible_hit_rate_wilson95_high,gurobi_pool_feasible_tts99_sec,best_repaired_rank,best_repaired_qubo_energy,best_repaired_match,best_repaired_flow_bits,best_repaired_full_bits,manifest_path,backend_metadata_path,raw_counts_path,scored_counts_path
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,ds_mfg_direct_full_qubo_qaoa_highread/direct_full_qubo_qaoa_optimized_parameters.json,2,4096,1,92001,1,1706.456613,4096,4057,4096,0,0,0,0,0,0,0,0,0,0.000936977407365,Inf,0,0,0.000936977407365,Inf,0,0,0.000936977407365,Inf,0,0,0.000936977407365,Inf,,91.72949999999989,not_top50,1010110110000000000,101011011000000000010001100011100000,job_manifest.json,backend_metadata.json,raw_counts.csv,scored_counts.csv
