algorithm,angle_target,p,seed,optimizer_reads,final_reads,maximum_iterations,solve_time_sec,unique_states,total_reads,top50_hits,top10_hits,global_hits,gurobi_pool_feasible_hits,top50_hit_rate,top50_hit_rate_wilson95_low,top50_hit_rate_wilson95_high,top50_tts99_sec,top10_hit_rate,top10_hit_rate_wilson95_low,top10_hit_rate_wilson95_high,top10_tts99_sec,global_hit_rate,global_hit_rate_wilson95_low,global_hit_rate_wilson95_high,global_tts99_sec,gurobi_pool_feasible_hit_rate,gurobi_pool_feasible_hit_rate_wilson95_low,gurobi_pool_feasible_hit_rate_wilson95_high,gurobi_pool_feasible_tts99_sec,best_top50_rank,best_top50_exact_repaired_qubo_energy,best_top50_match,best_top50_flow_bits,juliqaoa_top50_probability,juliqaoa_top10_probability,juliqaoa_global_probability
QAOA_reduced_surrogate_JuliQAOA_transfer,global,3,92001,16,262144,0,44.188180716,127786,262144,1015,312,45,924,0.00387191772461,0.00364134038768,0.00411703537274,0.200254664195,0.00119018554688,0.0010653080235,0.00132968197652,0.651839045825,0.000171661376953,0.000128303370967,0.000229668139683,4.52174357493,0.00352478027344,0.00330507038143,0.0037590406504,0.219976714456,1,11.70949999999975,global_optimum,1001110100111100011,0.003936791098224448,0.0010251847647793182,9.831625827252306e-5
