angle_source,p,number_of_reads,maximum_iterations,gamma_sign,guarantee_3regular_maxcut,initial_parameters,qiskit_parameter_names,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension,repaired_match,repaired_aux_bits,repaired_full_bits,repaired_qubo_energy,raw_to_repaired_qubo_gap,aux_hamming_to_repaired,repaired_matches_gurobi_pool,repaired_matches_global_optimum,repaired_ip_objective_if_pool
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],46,1,0.0078125,879.2709999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111010011000100,100011101001100010010000100110001101,true,single,36,1.0e-10,64,not_in_gurobi_pool,01000111110000000,100011101001100010001000111110000000,580.0328999999997,299.23810000000003,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],47,1,0.0078125,881.3208999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001110011101101,101000111001110110101100110010010010,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000111010000000,101000111001110110100000111010000000,667.5793999999999,213.74149999999997,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],48,1,0.0078125,882.2998999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100101110011000100,010010111001100010011111010010110100,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101110000000,010010111001100010000000101110000000,283.8236999999998,598.4762,12,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],49,1,0.0078125,882.9028999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100001100111011110,010000110011101111001000010101100100,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000001000000100,010000110011101111000000001000000100,711.9096999999997,170.99320000000012,6,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],50,1,0.0078125,883.3708999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010011111011000010,101001111101100001000000100000100001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00001111010100111,101001111101100001000001111010100111,626.8810999999996,256.4898000000002,6,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],51,1,0.0078125,885.6229999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000111110110000101,000011111011000010111011110100110101,true,single,36,1.0e-10,64,not_in_gurobi_pool,01000101000001000,000011111011000010101000101000001000,329.8950999999996,555.7279,11,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],52,1,0.0078125,885.6628999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010011110110000101,001001111011000010111001001010111011,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100000101000,001001111011000010100000100000101000,500.9281999999996,384.7347000000001,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],53,1,0.0078125,888.3788999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100101111111000000,010010111111100000011000010100100100,true,single,36,1.0e-10,64,not_in_gurobi_pool,10001001000000000,010010111111100000010001001000000000,674.6373999999997,213.74149999999997,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],54,1,0.0078125,904.1061999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010000100101000000,001000010010100000011000111010011001,true,single,36,1.0e-10,64,not_in_gurobi_pool,10101000010000000,001000010010100000010101000010000000,348.3782999999998,555.7278999999999,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],55,1,0.0078125,913.4511999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100010110111000001,110001011011100000111000110111010000,true,single,36,1.0e-10,64,not_in_gurobi_pool,10001000010101000,110001011011100000110001000010101000,357.72329999999965,555.7278999999999,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],56,1,0.0078125,915.8950999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110101100011000100,111010110001100010011011000101111001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00010100101100000,111010110001100010000010100101100000,445.6637999999997,470.23130000000003,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],57,1,0.0078125,917.0681999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100111010011101000,110011101001110100000100101101101000,true,single,36,1.0e-10,64,not_in_gurobi_pool,10000101110100000,110011101001110100010000101110100000,703.3266999999996,213.7415000000002,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],58,1,0.0078125,917.9701999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100011110011110010,110001111001111001010100110100010010,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101110100001,110001111001111001000000101110100001,533.2354999999995,384.7347000000002,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],59,1,0.0078125,928.4001999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100111110111000100,010011111011100010011000010111101111,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000001000101000,010011111011100010000000001000101000,500.91719999999975,427.48299999999995,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],60,1,0.0078125,928.5336999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011101110111000101,001110111011100010101010101000010001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100000000000,001110111011100010100000100000000000,543.7989999999998,384.7347,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],61,1,0.0078125,952.3535999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111010000100001,100011101000010000111011010110010100,true,single,36,1.0e-10,64,not_in_gurobi_pool,11000111110000000,100011101000010000111000111110000000,610.3671999999997,341.9864,6,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],62,1,0.0078125,955.4545999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000111010001010001,000011101000101000100101111100010001,true,single,36,1.0e-10,64,not_in_gurobi_pool,11000111110000000,000011101000101000111000111110000000,570.7198999999996,384.7347000000001,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],63,1,0.0078125,956.2104999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010100010110000000,101010001011000000000110000101001111,true,single,36,1.0e-10,64,not_in_gurobi_pool,10101000001000000,101010001011000000010101000001000000,443.2308999999997,512.9796,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],64,1,0.0078125,958.3783999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110101010101101011,111010101010110101100010010000100000,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000100010,111010101010110101100000000000100010,744.6368999999995,213.7415000000001,3,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],65,1,0.0078125,961.9854999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001110100000100,110000111010000010000011110010000001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000001000000000,110000111010000010000000001000000000,491.75419999999974,470.2312999999999,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],66,1,0.0078125,961.9854999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001110100000101,110000111010000010111111101110101100,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000001000000000,110000111010000010100000001000000000,406.2575999999998,555.7279,11,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],67,1,0.0078125,968.2420999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101010110000100,100110101011000010000101010001010110,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101000000000,100110101011000010000000101000000000,498.0107999999997,470.23130000000003,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],68,1,0.0078125,968.2514999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010111110010011110,101011111001001111001010011011010100,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000111010100100,101011111001001111000000111010100100,797.2582999999996,170.99320000000023,6,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],69,1,0.0078125,971.1484999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100111010110000101,010011101011000010110011011000001101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000100101000,010011101011000010100000000100101000,586.4137999999997,384.7347,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],70,1,0.0078125,994.2113999999998,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001000110101000011,100100011010100001100111100011001001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00101000000000111,100100011010100001100101000000000111,523.9800999999998,470.23130000000003,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],71,1,0.0078125,997.8373999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101110101000001,100110111010100000110100111101101001,true,single,36,1.0e-10,64,not_in_gurobi_pool,10001101000000000,100110111010100000110001101000000000,484.85779999999977,512.9795999999999,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],72,1,0.0078125,1004.8273999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101010100000101,100110101010000010111101000000100100,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101000000000,100110101010000010100000101000000000,577.3443999999997,427.48299999999995,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],73,1,0.0078125,1004.9193999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001001110011001000,000100111001100100011011101000110110,true,single,36,1.0e-10,64,not_in_gurobi_pool,10000111100000000,000100111001100100010000111100000000,363.6948999999998,641.2245,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],74,1,0.0078125,1012.2297999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001110111000111,110000111011100011101110111010011110,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000001000000111,110000111011100011100000001000000111,456.50189999999986,555.7278999999997,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],75,1,0.0078125,1013.8678999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000111110111000101,000011111011100010100110000011001010,true,single,36,1.0e-10,64,not_in_gurobi_pool,01000101000001000,000011111011100010101000101000001000,415.3916999999996,598.4762000000001,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],76,1,0.0078125,1015.2318999999999,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000101101111010101,100010110111101010111110110111100000,true,single,36,1.0e-10,64,not_in_gurobi_pool,01000101000000000,100010110111101010101000101000000000,459.50399999999973,555.7279000000001,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],77,1,0.0078125,1016.5427999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101001111011101,101010100111101110101000101000100100,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100000000000,101010100111101110100000100000000000,845.5495999999996,170.99320000000012,4,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],78,1,0.0078125,1041.3000999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010111000101000101,101011100010100010100110001100001100,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100000101000,101011100010100010100000100000101000,571.0687999999997,470.2312999999998,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],79,1,0.0078125,1046.1406999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001110001101000101,100111000110100010100000001110010101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000001000,100111000110100010100000000000001000,661.4059999999997,384.7347,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],80,1,0.0078125,1048.6970999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010100110111000100,101010011011100010010110110110001011,true,single,36,1.0e-10,64,not_in_gurobi_pool,00100000010000000,101010011011100010000100000010000000,450.22089999999974,598.4761999999998,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],81,1,0.0078125,1048.8150999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100011110100000111,110001111010000011101001010001100101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000001000101111,110001111010000011100000001000101111,749.5769999999995,299.23810000000003,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],82,1,0.0078125,1049.7486999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001001110110000000,000100111011000000010110000001101000,true,single,36,1.0e-10,64,not_in_gurobi_pool,10001101000000000,000100111011000000010001101000000000,451.2724999999997,598.4762,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],83,1,0.0078125,1051.0589999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110101001111010001,111010100111101000110100111011110000,true,single,36,1.0e-10,64,not_in_gurobi_pool,10000000000100000,111010100111101000110000000000100000,580.8276999999996,470.23130000000015,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],84,1,0.0078125,1057.8871999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000101010111001100,000010101011100110000100101010001111,true,single,36,1.0e-10,64,not_in_gurobi_pool,01000101000000000,000010101011100110001000101000000000,673.1524999999997,384.7347,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],85,1,0.0078125,1059.2490999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100011110111001111,010001111011100111101000101011111000,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000100101110,010001111011100111100000000100101110,674.5143999999996,384.7347,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],86,1,0.0078125,1086.1493999999998,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010000001101000011,001000000110100001101101110101100011,true,single,36,1.0e-10,64,not_in_gurobi_pool,00101000010000111,001000000110100001100101000010000111,658.6663999999997,427.48300000000006,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],87,1,0.0078125,1088.2749999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001101100010000110,100110110001000011001001110010100000,true,single,36,1.0e-10,64,not_in_gurobi_pool,00010111100000111,100110110001000011000010111100000111,489.7987999999999,598.4762,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],88,1,0.0078125,1092.8609999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001010010111000111,100101001011100011101010010010111101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000001111,100101001011100011100000000000001111,622.6296999999997,470.2312999999997,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],89,1,0.0078125,1093.6389999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001110110110011101,100111011011001110100000101100100100,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000001000,100111011011001110100000000000001000,751.6525999999996,341.9864000000001,6,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],90,1,0.0078125,1094.2603999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100111101110000011,110011110111000001110111100011001000,true,single,36,1.0e-10,64,not_in_gurobi_pool,00001000100101111,110011110111000001100001000100101111,367.5392999999999,726.7210999999998,11,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],91,1,0.0078125,1094.5344999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000011110101000111,000001111010100011101000110100100100,true,single,36,1.0e-10,64,not_in_gurobi_pool,01000011000001111,000001111010100011101000011000001111,880.7929999999996,213.74149999999997,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],92,1,0.0078125,1173.1224999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101111101100100001,110111110110010000111100011100100001,true,single,36,1.0e-10,64,not_in_gurobi_pool,10000001000101000,110111110110010000110000001000101000,745.6394999999995,427.48299999999995,6,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],93,1,0.0078125,1173.4949999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100110111100000001,110011011110000000111100001000110100,true,single,36,1.0e-10,64,not_in_gurobi_pool,10001000010101000,110011011110000000110001000010101000,831.5085999999997,341.9863999999998,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],94,1,0.0078125,1173.6699999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010001010010011000,101000101001001100000001111101100001,true,single,36,1.0e-10,64,not_in_gurobi_pool,10000111010000000,101000101001001100010000111010000000,788.9352999999996,384.7347,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],95,1,0.0078125,1179.8420999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111110011000110,100011111001100011001101000011000111,true,single,36,1.0e-10,64,not_in_gurobi_pool,01000111110000111,100011111001100011001000111110000111,624.1141999999996,555.7279,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],96,1,0.0078125,1181.2355999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001111010010001111,100111101001000111101101010001100011,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000111100000110,100111101001000111100000111100000110,497.26279999999997,683.9727999999998,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],97,1,0.0078125,1181.8610999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111010111000100,100011101011100010001101110000010010,true,single,36,1.0e-10,64,not_in_gurobi_pool,01000101000001000,100011101011100010001000101000001000,797.1263999999996,384.7347,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],98,1,0.0078125,1182.0965999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001110010110100110,000111001011010011010110010010001101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000001011,000111001011010011000000000000001011,711.8652999999997,470.2312999999999,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],99,1,0.0078125,1182.6635999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001100111110110011,100110011111011001101000000101000000,true,single,36,1.0e-10,64,not_in_gurobi_pool,00100000000000001,100110011111011001100100000000000001,968.9220999999995,213.74149999999986,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],100,1,0.0078125,1183.9720999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111110111011100,100011111011101110011000000110010000,true,single,36,1.0e-10,64,not_in_gurobi_pool,01000101000001000,100011111011101110001000101000001000,970.2305999999995,213.74149999999997,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],101,1,0.0078125,1204.8437999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011100100000100101,101110010000010010110010001111011101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00110100010000000,101110010000010010100110100010000000,520.8709999999998,683.9727999999999,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],102,1,0.0078125,1216.5682999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010011010101100010,001001101010110001000001001010101001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100000101011,001001101010110001000000100000101011,1002.8267999999996,213.74149999999986,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],103,1,0.0078125,1221.3872999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100011010111100001,010001101011110000110001101110110011,true,single,36,1.0e-10,64,not_in_gurobi_pool,10000001000101000,010001101011110000110000001000101000,879.4008999999996,341.9863999999998,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],104,1,0.0078125,1224.7717999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011001110111000100,101100111011100010010001110011100010,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100000000000,101100111011100010000000100000000000,669.0438999999997,555.7278999999999,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,1,128,25,-1,0.6925,0.393;-0.616,β[0];γ[0],105,1,0.0078125,1265.1926999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000101111100001000,100010111110000100010000101001000001,true,single,36,1.0e-10,64,not_in_gurobi_pool,11000101000000000,100010111110000100011000101000000000,1051.4511999999997,213.74149999999986,3,false,false,
