algorithm,trial,seed,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,number_of_reads,maximum_iterations,number_of_layers,initial_parameters,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension,repaired_match,repaired_aux_bits,repaired_full_bits,repaired_qubo_energy,raw_to_repaired_qubo_gap,aux_hamming_to_repaired,repaired_matches_gurobi_pool,repaired_matches_global_optimum,repaired_ip_objective_if_pool
QAOA,1,15001,1,1,0.0078125,347.0678999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001001100000000001,100100110000000000100011111110000000,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,10011111100000000,100100110000000000110011111100000000,261.5712999999998,85.4966,2,false,false,
QAOA,1,15001,2,1,0.0078125,431.8558999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010110100001000011,001011010000100001100110010101110111,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00011100011100111,001011010000100001100011100011100111,218.11439999999982,213.74149999999997,7,false,false,
QAOA,1,15001,3,1,0.0078125,523.5825,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010111100000001011,001011110000000101101011101010101000,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00010110101100110,001011110000000101100010110101100110,267.09269999999987,256.4898000000001,10,false,false,
QAOA,1,15001,4,1,0.0078125,561.6838999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000010000101001011,100001000010100101101010101000011000,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,01000000001001110,100001000010100101101000000001001110,262.4457999999998,299.2381,7,false,false,
QAOA,1,15001,5,1,0.0078125,567.7993999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001011100000000101,100101110000000010100010101001000010,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00010111100000000,100101110000000010100010111100000000,396.80619999999976,170.9932,4,false,false,
QAOA,1,15001,6,1,0.0078125,609.0010999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100110000010000010,010011000001000001000110001111111010,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00011001011100111,010011000001000001000011001011100111,309.7629999999998,299.2380999999999,7,false,false,
QAOA,1,15001,7,1,0.0078125,610.5285999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011110101001010011,101111010100101001100011101100010000,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100001100101,101111010100101001100000100001100101,225.79389999999984,384.7346999999999,9,false,false,
QAOA,1,15001,8,1,0.0078125,610.9901,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100001110001000011,110000111000100001100111001100001111,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00001011101000111,110000111000100001100001011101000111,311.75199999999984,299.23810000000014,5,false,false,
QAOA,1,15001,9,1,0.0078125,641.2643999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010000100000000000,101000010000000000010000001001100111,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,10111100011000000,101000010000000000010111100011000000,213.7813999999998,427.4829999999999,10,false,false,
QAOA,1,15001,10,1,0.0078125,641.3868999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011000100000000000,101100010000000000010111101010011000,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,10111100010000000,101100010000000000010111100010000000,427.6453999999997,213.74150000000003,3,false,false,
QAOA,1,15001,11,1,0.0078125,649.5354999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000001000100000000,100000100010000000000100010000100000,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,11001101000000000,100000100010000000011001101000000000,307.5490999999998,341.98639999999995,8,false,false,
QAOA,1,15001,12,1,0.0078125,693.4161999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101101100000000010,010110110000000001000010001101010110,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00011101100000111,010110110000000001000011101100000111,479.6746999999997,213.74149999999997,5,false,false,
QAOA,1,15001,13,1,0.0078125,693.5547999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111100101001001,100011110010100100111000000010010010,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,11000011000001000,100011110010100100111000011000001000,437.0649999999996,256.48980000000006,6,false,false,
QAOA,1,15001,14,1,0.0078125,702.0015999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110110110011001010,011011011001100101010111001001111010,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000011110110,011011011001100101000000000011110110,360.0151999999997,341.9864000000001,8,false,false,
QAOA,1,15001,15,1,0.0078125,728.9444999999996,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101100000000100011,110110000000010001101001011011100101,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00110001010000011,110110000000010001100110001010000011,258.7131999999997,470.2312999999999,9,false,false,
QAOA,1,15001,16,1,0.0078125,729.7210999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0000100000000000000,000010000000000000011100011000100111,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,11111101011000000,000010000000000000011111101011000000,216.7414999999998,512.9795999999999,10,false,false,
QAOA,1,15001,17,1,0.0078125,738.6700999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000111100000000100,100011110000000010010001101101101100,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,01010111110000000,100011110000000010001010111110000000,396.6836999999997,341.9864,10,false,false,
QAOA,1,15001,18,1,0.0078125,740.5458999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110101110001001010,111010111000100101001000111001001111,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101001100110,111010111000100101000000101001100110,355.81119999999976,384.7347000000001,5,false,false,
QAOA,1,15001,19,1,0.0078125,741.3970999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000011101001000001,100001110100100000101001100101011010,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,11001111110000000,100001110100100000111001111110000000,484.9072999999997,256.4898,8,false,false,
QAOA,1,15001,20,1,0.0078125,742.1759999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010011101000100000,101001110100010000010011111100010001,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,10000111010100000,101001110100010000010000111010100000,528.4344999999996,213.7415000000001,7,false,false,
QAOA,1,15001,21,1,0.0078125,775.7022999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010110010001000001,101011001000100000101001100100111111,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,10001010011100000,101011001000100000110001010011100000,262.72269999999975,512.9795999999999,12,false,false,
QAOA,1,15001,22,1,0.0078125,783.6202999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100111100011000000,010011110001100000010101000001010001,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,10011101110100000,010011110001100000010011101110100000,356.13729999999975,427.48300000000006,10,false,false,
QAOA,1,15001,23,1,0.0078125,784.8843999999998,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000001101000100001,100000110100010000110011011111000110,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,11000111110000000,100000110100010000111000111110000000,400.1496999999997,384.7347000000001,7,false,false,
QAOA,1,15001,24,1,0.0078125,784.9943,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010101110001000011,001010111000100001111111001011010010,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00001110101000111,001010111000100001100001110101000111,272.0146999999999,512.9796000000001,12,false,false,
QAOA,1,15001,25,1,0.0078125,790.6212999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010001000011000100,001000100001100010010101011110100001,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,00010111010000000,001000100001100010000010111010000000,448.6348999999998,341.9864,8,false,false,
QAOA,1,15001,26,1,0.0078125,818.1790999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011101100000010001,101110110000001000110010001110010010,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,10010111000000000,101110110000001000110010111000000000,390.69609999999966,427.48300000000006,6,false,false,
QAOA,1,15001,27,1,0.0078125,820.3390999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011101100001000001,001110110000100000110100011101000110,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,10011111000000000,001110110000100000110011111000000000,478.3526999999997,341.9864,8,false,false,
QAOA,1,15001,28,1,0.0078125,823.4095999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010011110001000001,101001111000100000101010101111011000,128,3,1,4.89933001834;2.2044018228,true,single,36,1.0e-10,64,not_in_gurobi_pool,10001111001100000,101001111000100000110001111001100000,481.42319999999967,341.98640000000006,10,false,false,
