angle_source,p,number_of_reads,maximum_iterations,gamma_sign,guarantee_3regular_maxcut,initial_parameters,qiskit_parameter_names,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension,repaired_match,repaired_aux_bits,repaired_full_bits,repaired_qubo_energy,raw_to_repaired_qubo_gap,aux_hamming_to_repaired,repaired_matches_gurobi_pool,repaired_matches_global_optimum,repaired_ip_objective_if_pool
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],48,1,0.0078125,1050.0530999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010111110001110111,001011111000111011110000111000101111,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000111010100001,001011111000111011100000111010100001,750.8149999999998,299.2380999999998,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],49,1,0.0078125,1054.6785999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101111101010100101,110111110101010010101011111010010110,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101100010000,110111110101010010100000101100010000,456.20239999999967,598.4762000000001,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],50,1,0.0078125,1084.5832999999998,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110001000111000011,111000100011100001101111010011001001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00001000000100111,111000100011100001100001000000100111,486.10709999999983,598.4762,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],51,1,0.0078125,1100.0398999999998,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101101101110000101,110110110111000010100010111111001010,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000001000000000,110110110111000010100000001000000000,330.57049999999964,769.4694000000002,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],52,1,0.0078125,1127.5641999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011110100101001111,001111010010100111110000010011110010,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000101110,001111010010100111100000000000101110,657.3328999999997,470.2312999999999,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],53,1,0.0078125,1135.9343,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001100110011101101,000110011001110110100011100001000010,true,single,36,1.0e-10,64,not_in_gurobi_pool,00100101010000000,000110011001110110100100101010000000,751.1995999999997,384.7347000000002,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],54,1,0.0078125,1138.1541999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011101000111100110,001110100011110011000001000010100001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100000000011,001110100011110011000000100000000011,753.4194999999997,384.73469999999975,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],55,1,0.0078125,1157.7184999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011100100101000000,101110010010100000010011111101010010,true,single,36,1.0e-10,64,not_in_gurobi_pool,10101000000000000,101110010010100000010101000000000000,430.99739999999974,726.7210999999998,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],56,1,0.0078125,1165.6774999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011111100101000001,001111110010100000111011100111011000,true,single,36,1.0e-10,64,not_in_gurobi_pool,10001100000101000,001111110010100000110001100000101000,609.9495999999997,555.7278999999996,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],57,1,0.0078125,1169.7878999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110100100101010111,011010010010101011101100010010100010,true,single,36,1.0e-10,64,not_in_gurobi_pool,00100000010100101,011010010010101011100100000010100101,785.0531999999996,384.73469999999975,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],58,1,0.0078125,1203.6417999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101101000000110000,110110100000011000010101000100101000,true,single,36,1.0e-10,64,not_in_gurobi_pool,10010011100000000,110110100000011000010010011100000000,733.4104999999995,470.2312999999999,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],59,1,0.0078125,1221.0122999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100110110111000111,110011011011100011100011111101100001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000010101111,110011011011100011100000000010101111,408.79459999999983,812.2176999999996,11,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],60,1,0.0078125,1252.7510999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011110110100101011,101111011010010101101101000010110101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000101010,101111011010010101100000000000101010,697.0231999999995,555.7279,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],61,1,0.0078125,1267.5764999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110111100111101111,011011110011110111110110010001111001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000111010,011011110011110111100000000000111010,797.3451999999996,470.23130000000003,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],62,1,0.0078125,1311.7018999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010010101011101110,001001010101110111011011010101010001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000010011100010,001001010101110111000000010011100010,713.2256999999997,598.4761999999998,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],63,1,0.0078125,1337.7201999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100101100100111011,110010110010011101100111001110100111,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000001000000000,110010110010011101100000001000000000,781.9922999999997,555.7279000000001,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],64,1,0.0078125,1340.0136999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011101100100101011,001110110010010101100101011011010101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000010000000010,001110110010010101100000010000000010,613.2925999999997,726.7210999999999,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],65,1,0.0078125,1340.7311999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010001000101111011,001000100010111101101101010100100111,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100000000000,001000100010111101100000100000000000,827.7515999999996,512.9795999999999,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],66,1,0.0078125,1342.6006999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101110001101111011,110111000110111101110000000001101101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000101000,110111000110111101100000000000101000,1171.6074999999996,170.9931999999999,4,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],67,1,0.0078125,1344.0110999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110001100101011111,111000110010101111111100010100000110,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000010100,111000110010101111100000000000010100,873.7797999999996,470.23130000000015,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],68,1,0.0078125,1346.2536999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101011100101001110,010101110010100111000000101000011101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000001000101110,010101110010100111000000001000101110,1218.0087999999996,128.2448999999997,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],69,1,0.0078125,1347.1776999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011100001001011101,001110000100101110100110101000000001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00100100010000000,001110000100101110100100100010000000,1090.6878999999997,256.48979999999983,4,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],70,1,0.0078125,1350.8841999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101100111111110,101010110011111111001000010010011111,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100000000000,101010110011111111000000100000000000,1051.6461,299.2380999999996,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],71,1,0.0078125,1352.2761,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110101110111101011,011010111011110101101111001110000101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000100010,011010111011110101100000000000100010,540.0583999999996,812.2177000000005,11,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],72,1,0.0078125,1354.8266999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101001110011010111,010100111001101011111101000001000101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101100000101,010100111001101011100000101100000101,670.8538999999997,683.9727999999999,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],73,1,0.0078125,1360.1206999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011111111010100100,101111111101010010000111001110101000,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000111000100000,101111111101010010000000111000100000,676.1478999999997,683.9727999999998,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],74,1,0.0078125,1368.9768999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1111100100001010001,111110010000101000101111101000010101,true,single,36,1.0e-10,64,not_in_gurobi_pool,10110000001100000,111110010000101000110110000001100000,855.9972999999995,512.9795999999999,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],75,1,0.0078125,1378.3184999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010100100001101111,101010010000110111101001011000000101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00110100011000010,101010010000110111100110100011000010,694.3456999999996,683.9728,12,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],76,1,0.0078125,1382.2899999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011100000101010101,001110000010101010111011000011000101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00100000000000000,001110000010101010100100000000000000,741.0654999999997,641.2244999999998,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],77,1,0.0078125,1383.5109999999997,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101100100101100111,010110010010110011110100110101011011,true,single,36,1.0e-10,64,not_in_gurobi_pool,00100000000000011,010110010010110011100100000000000011,742.2864999999997,641.2245,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],78,1,0.0078125,1443.6472999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101010111011100101,010101011101110010100011111101110110,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000001010100000,010101011101110010100000001010100000,759.6744999999996,683.9727999999998,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],79,1,0.0078125,1446.8667999999998,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101111011011101,101010111101101110101001110100110011,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000111010000000,101010111101101110100000111010000000,720.1456999999998,726.7211,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],80,1,0.0078125,1467.0164999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111111100100100011,011111110010010001110000110010011101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000111011,011111110010010001100000000000111011,996.7851999999996,470.2312999999999,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],81,1,0.0078125,1470.4109999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110100101001111011,011010010100111101100111100000100000,true,single,36,1.0e-10,64,not_in_gurobi_pool,00100000011100000,011010010100111101100100000011100000,1000.1796999999995,470.23130000000015,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],82,1,0.0078125,1477.0764999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1111111001010001011,111111100101000101111001111100101101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101000110110,111111100101000101100000101000110110,921.3485999999996,555.7279000000001,9,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],83,1,0.0078125,1510.1278999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1101100000101011110,110110000010101111001000110000000100,true,single,36,1.0e-10,64,not_in_gurobi_pool,00100000000000100,110110000010101111000100000000000100,997.1482999999996,512.9795999999999,4,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],84,1,0.0078125,1521.5143999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100111000011111110,010011100001111111001010101111010010,true,single,36,1.0e-10,64,not_in_gurobi_pool,00010101110100000,010011100001111111000010101110100000,1393.2694999999994,128.24490000000014,5,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],85,1,0.0078125,1531.5743999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100011011011000110,110001101101100011001010110111110100,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101110100111,110001101101100011000000101110100111,1104.0913999999996,427.48299999999995,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],86,1,0.0078125,1553.6051999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1011101010100000001,101110101010000000111111100111101111,true,single,36,1.0e-10,64,not_in_gurobi_pool,10001100000000000,101110101010000000110001100000000000,655.8908999999996,897.7142999999999,11,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],87,1,0.0078125,1553.6236999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100110010101011001,010011001010101100101010100010101011,true,single,36,1.0e-10,64,not_in_gurobi_pool,10000000010101000,010011001010101100110000000010101000,955.1474999999996,598.4761999999998,6,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],88,1,0.0078125,1565.3062999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001111101001110101,000111110100111010100011010011001000,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000111100000000,000111110100111010100000111100000000,881.3334999999996,683.9728000000001,8,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],89,1,0.0078125,1604.1604999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011100101001001111,001110010100100111111111100010111001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00100100010000110,001110010100100111100100100010000110,749.1944999999996,854.9659999999999,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],90,1,0.0078125,1610.5649999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100001101001111110,010000110100111111001000101001000111,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101110000000,010000110100111111000000101110000000,1396.8234999999995,213.7415000000001,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],91,1,0.0078125,1616.3519999999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1010101101111011110,101010110111101111011111011011100010,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000100000000100,101010110111101111000000100000000100,718.6376999999999,897.7143,13,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],92,1,0.0078125,1636.9098999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1001010100101101101,100101010010110110110011001111110000,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000001000,100101010010110110100000000000001000,781.9438999999998,854.9659999999994,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],93,1,0.0078125,1641.2606999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1111111100101000111,111111110010100011110101100001011101,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000000000111111,111111110010100011100000000000111111,1085.5327999999995,555.7278999999999,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],94,1,0.0078125,1641.7911999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110100010110110001,111010001011011000101110101001100000,true,single,36,1.0e-10,64,not_in_gurobi_pool,10100000010100000,111010001011011000110100000010100000,1086.0632999999996,555.7278999999996,7,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],95,1,0.0078125,1643.5962999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0100101100001111110,010010110000111111011000100110000110,true,single,36,1.0e-10,64,not_in_gurobi_pool,00010101110000000,010010110000111111000010101110000000,1301.6098999999995,341.98640000000023,6,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],96,1,0.0078125,1648.9597999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101110111101011001,010111011110101100110000101000011000,true,single,36,1.0e-10,64,not_in_gurobi_pool,10000000000101000,010111011110101100110000000000101000,1477.9665999999995,170.99319999999966,4,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],97,1,0.0078125,1684.6184999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110010110010101001,011001011001010100100111101111101001,true,single,36,1.0e-10,64,not_in_gurobi_pool,10000000011110000,011001011001010100110000000011110000,1000.6456999999996,683.9728,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],98,1,0.0078125,1700.6274999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110111011010101011,011011101101010101110111010000110001,true,single,36,1.0e-10,64,not_in_gurobi_pool,00000101010110010,011011101101010101100000101010110010,1102.1512999999995,598.4762000000001,10,false,false,
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,3,128,25,-1,0.7924,0.609;0.459;0.235;-0.422;-0.798;-0.937,β[0];β[1];β[2];γ[0];γ[1];γ[2],99,1,0.0078125,1720.0252999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111100100010100001,011110010001010000111111011100000000,true,single,36,1.0e-10,64,not_in_gurobi_pool,10110000010100000,011110010001010000110110000010100000,1164.2973999999995,555.7278999999999,7,false,false,
